Parameters,methylrosanilinechloride,atovaquone
EC50,0.000510333444784176,0.0421137221000094
H,1.94043077491755,9.99999999999997
Ucinf,10.5490654523399,24.3289299126917
chi2,301.732827044344,1335.29294723934
good_of_fit,0,0
