Parameters,panobinostatlbh589,artemether
EC50,0.0157152220860618,0.0906628513664762
H,7.8520615554118,2.12873651657961
Ucinf,0.307906829785531,0
chi2,64.0947422502672,150.523881903915
good_of_fit,0,0
