Parameters,clobetasonebutyrate,decoquinate
EC50,0.00283518760098341,0.991738899431886
H,1.30266062243742,1.31085374219793
Ucinf,1.534257323809,0
chi2,23.4777589276868,380.801243323504
good_of_fit,0,0
