Parameters,gsk2126458,proguanil
EC50,0.127476013063029,0.0499999999999977
H,3.5063980172707,9.99999999999992
Ucinf,26.5930299990992,61.8915240321428
chi2,265.68159935105,212.351457746713
good_of_fit,0,0
