Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYN_SUM_WEIGHTED_SAN,SYN_SUM_WEIGHTED_LOEWE,SYN_SUM_WEIGHTED_BLISS,SYN_SUM_WEIGHTED_HSA,QA
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,3.05178551119525,9.9999999999995,85.549162663779,0.439706618909885,9.99999999999999,0,0,76.3662836386767,76.0031719640813,77.1992650474845,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,2.3210544098754,5.24768953216167,0,0.18686587171551,3.31328179356812,0,0,2.38600624101668,9.82190645898997,12.1148351497702,1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,0.973853269825244,9.99999999999997,8.90306966684811,0.227234927872528,3.40660024227903,0,0,8.13182907349253,6.13561234022992,8.67868881722967,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.683347132702208,9.99999999999999,0,0.129579001773502,3.04936127807617,0.194421498147979,0,44.1051267736194,57.0586582147416,58.3459984823013,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.187842597249038,2.95711395309486,9.91862460528748,0.162117702488961,4.47975358611866,1.9734696058118,0,1.01503370275295,1.3763851281192,3.14066838534855,1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.192859463802953,5.0810067437608,32.2996071119679,0.23196895290837,2.93146725181624,0,0,4.82940635536136,4.99838314655507,6.0133603975342,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00916553134163141,10,62.0496598165517,4.09501257380156,2.84806293726254,49.0025442683305,0,106.55248120631,103.245029409117,111.380067771657,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,amiodaronehydrochloride,ml238,0.05,10,0.0167641376104401,2.02699397408111,16.3394121944927,6.67926068421337,9.99999999999923,21.0234671914068,0,6.4136254623611,11.3776290721127,12.8608586987206,1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00561082274762297,1.76676289716567,20.5088022601857,8.03737431666666,2.99813953150141,0,0,23.6897904244968,26.7390941604704,32.2832633904156,1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artemether,0.05,0.25,0.01226103049642,9.9999999999999,37.6580701523195,0.0663973113202314,1.20297697464471,0,0,34.0829087202462,36.1812442718718,39.8603567163097,-1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artemether,0.05,0.25,0.0265508143659779,6.6184090444001,0,0.0242500675671943,10,1.23317750839502,0,4.18749170609416,10.9358259885119,11.5088140267592,-3
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artemether,0.05,0.25,0.020163724339982,4.52203780840556,5.6985780382484,0.0157936687262871,10,5.93360031051506,0,5.57917635195321,6.8948319766751,8.75876107699634,-1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artenimol,0.0125,0.125,0.000768898831742167,3.00989135363279,1.28989748447204,0.00849317180268798,9.99999999999998,0.0779914013326666,0,1.00143589717038,1.13191724852784,1.23260639769231,1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artenimol,0.025,0.25,0.00263138557877809,4.79130934968476,0.844430241147326,0.196095989297283,10,0,0,1.74101532277979,3.22939447267299,3.35364615547943,-3
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artenimol,0.025,0.25,0.00282003496178131,2.94243839306933,6.31554838226856,0.115982615221691,4.53535106145476,7.31218163284053,0,3.61102717480248,4.51344332747693,4.86194060734076,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artesunate,0.05,0.25,0.00903122133980907,10,50.1118360252118,0.0358873307698937,9.52142808807607,0,0,70.4548793597236,72.1463436941797,73.3544452128406,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artesunate,0.05,0.25,0.0137714970429377,6.57720246006599,2.3960469893153,0.187920387393797,10,0,0,0.140095899806433,0.154570186546815,0.184665796708757,-3
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artesunate,0.05,0.25,0.00830214022931213,5.13622286548965,7.51619730830661,0.106337160021643,6.64772259374538,0,0,2.47248709658624,3.79983511754305,4.50586579844224,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,methyleneblue,0.075,0.25,0.00978589151780206,3.5478438080977,28.9282613968342,0.103529558487151,3.97220532931281,24.6756700027673,0,15.2973224935437,16.2295547582797,16.2904046172843,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0212735488141842,3.85785477683531,0.729304831998767,0.18359685329077,9.99999999999838,1.23437170811157,0,1.22272305529825,2.34369179121843,2.51456882316976,-3
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0156111156965946,5.61881760862745,8.80291689963435,0.110919088818529,10,2.13337052703292,0,1.99606574025992,1.86025286577024,3.17898848278467,-1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,halofantrine,0.025,0.0125,0.000609056313891009,2.48624135573143,0,0.000447788334380586,1.44380668204961,5.01568385514279,0,3.72026172401087,2.8186139419582,10.0381485666616,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,halofantrine,0.025,0.0125,0.000772885980672852,3.17128437611375,0,0.00187155838416355,1.4627088848442,0,0,2.58738229456286,3.58873096233826,5.16649682460413,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,halofantrine,0.025,0.0125,0.00126118568358596,4.19748353241374,0,0.00109945861371825,1.92834344928183,4.68497408909698,0,0.837361425661518,1.08074321754716,3.35443575166909,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,lumefantrine,0.05,0.025,1,0,100,0.00359806787863078,1.22341221593884,0,0,25.0658921177947,25.0658921177947,25.0658921177947,-1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,lumefantrine,0.05,0.025,0.00891712550787021,2.6656057963833,0,0.00450601118142031,1.53768175251851,1.08075427665453,0,0.476336070035607,1.26096613760797,4.33658939272765,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,lumefantrine,0.05,0.025,0.0152949502228371,9.99999999999991,21.2132215847629,0.0010686223311194,9.22598563027099,11.5779355319551,0,25.7154046221561,30.76861516479,36.3071150279278,-1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artemether,0.025,5,0.00501431016131401,2.37039669003402,0,0.606265470945821,1.11128501693088,0,0,4.97938018076658,3.65632627339598,8.71032905474784,1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artemether,0.025,5,0.00602136232010545,2.52883895624134,0,1.49684813555783,1.01777647855465,0,0,14.8737872265446,14.2284506082446,22.0542506997579,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artenimol,0.0125,5,0.000893035300073031,2.09643856929547,0,0.863333151730651,1.4402128225899,0,0,7.17467817896337,6.33981567748059,13.8601169226319,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artenimol,0.0125,5,0.00080529374849474,1.92973445345981,0,1.42223669347814,0.662060911403275,0,0,13.8181181349336,9.17516127315561,18.1232215172649,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artenimol,0.0125,5,0.000978619058198772,3.55723005339625,0,2.79122143597776,2.66326967340115,0,0,2.19298278786768,3.54500017368539,5.47478358246023,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artesunate,0.025,5,0.00313890982982477,9.9999999999998,1.85183945236865,1.32809407477533,1.20447542765883,0,0,2.18638294870191,3.31307724430849,5.91328289465391,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artesunate,0.025,5,0.00306628420561665,10,1.8516231405508,1.95577205581912,1.95604383786572,0,0,2.71895473019229,6.29869905931993,8.68471010782103,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,halofantrine,0.025,5,0.000598989368818404,2.48650684817496,0,1.35784234477254,2.80746497259239,5.89924385031317,0,4.81224140258721,8.02419493977309,13.5492200345259,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,halofantrine,0.025,5,0.000732891152487054,2.2653217521935,0,2.40644683786954,1.445765171137,0,0,11.0611042554916,13.8191266119272,21.1723582457391,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,halofantrine,0.025,5,0.00129538248210401,6.57025809015479,1.19195999744521,2.02637756960315,5.18450163945046,16.3242854152545,0,4.143575545744,3.62490328392921,5.39819172177784,-3
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,lumefantrine,0.025,5,0.00404884382828582,1.84678726073327,0,1.29464122996413,1.92188659908795,0,0,5.60720021862908,5.72901579398947,11.8121420870519,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,lumefantrine,0.025,5,0.00486768251546652,2.42972904654982,0,2.55123730501974,2.31112912047018,0,0,10.0201961776573,15.7681166181181,20.4574951870301,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,lumefantrine,0.025,5,0.00970415756406153,2.83776017114498,0,3.10361379539021,2.69451469518281,0,0,2.25256699533577,5.4815004711711,8.06717923101351,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,chloroquine,0.375,5,0.0280036347797922,8.80688732818544,0.433039818890368,0.399981079408531,2.18710023951418,46.7300423976629,0,1.72116013693596,2.24713461486672,4.08373339705471,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,chloroquine,0.5,10,0.499664740092938,9.99999999999997,0,0.757127027451091,3.68351717961408,51.1581891170225,0,4.32003320218059,2.98904091466468,4.4648084633881,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,chloroquine,0.5,10,0.0246867884485644,2.5489086586089,5.25982007256005,0.65555705442909,9.99999999999994,57.516116038026,0,3.34524556151793,2.2837383483439,3.53381862362707,-1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,halofantrine,0.025,5,0.000473661964457972,3.5455639191068,0.309202918220786,0.269185621140965,4.32162242989402,54.568588678242,0,3.37944111068481,1.18603302552123,3.78281810045881,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,halofantrine,0.025,5,0.000601517681483253,1.97671693674659,0,0.315106852072361,3.60620100216137,44.9413250569909,0,6.50241743291829,2.50379733876935,6.63216172869716,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,halofantrine,0.025,5,0.00106948675455481,6.19609596165321,1.04227681702004,0.397893639150648,1.95211743837232,55.6042328163848,0,4.3356264802096,3.19786884277277,4.89726730738678,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,lumefantrine,0.025,5,0.00614829656424241,3.48186506883449,1.51098561364225,0.270469371954384,3.00547537202522,49.1399343306588,0,14.9009737782543,8.30180044938871,17.0121807979638,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,lumefantrine,0.025,5,0.00541592199930039,1.70797846544318,0,0.293073578349714,1.03071864498337,26.7910204760025,0,9.07764735057643,2.92199837844061,13.4389841577562,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,lumefantrine,0.025,5,0.00571794329324004,2.35263416175591,0,0.327959084350094,1.24863090556641,51.4368369609758,0,8.79175110154353,4.27400346650567,10.7749537446763,1
benzamil_piperaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,benzamil,piperaquine,0.375,2.5,0.0116284949446629,3.25699689944301,0,0.785206176709391,10,0,0,4.96477894132949,12.9870860606724,13.7172057264084,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,amodiaquine,0.125,0.25,0.00935410096910683,9.99999999999958,0.376261376143877,0.0175254488947679,10,0.449085754828743,0,4.96761540472688,23.298536149015,24.4057638700754,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,amodiaquine,0.25,0.5,0.158566249245945,9.99999999999986,4.14435657334524,0.0812151172601527,7.26660047524807,2.03697447468304,0,1.47261708245327,9.15115521233133,9.5633302358545,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,amodiaquine,0.25,0.5,0.0991700586847293,9.99999999999999,7.91085047724134,0.016964503451068,4.34518214747897,14.1290074524975,0,22.2258019555253,20.8471912947114,26.1759037282575,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artemether,0.05,0.5,0.0100675902038431,10,28.2135154435607,0.0216352650036726,10,31.0683207089016,0,13.1826304543251,10.7070836385653,13.292152955697,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artemether,0.05,0.5,0.0154167311919733,10,0,0.0770505658921457,7.09707844296412,2.20736533209047,0,0.685080306612198,4.45478440679229,5.02528252845213,1
bix01294_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artemether,0.05,0.5,0.0143392379584137,9.99999999999998,9.81404607070885,0.052709721104396,9.99999999999999,8.55044272017643,0,18.8847430304422,23.9195114282606,26.3695846462326,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artenimol,0.0125,0.25,0.000551928537229741,2.61672014118363,1.10225755574459,0.0140537276327946,4.36027765732921,0,0,2.43551947404783,4.25499673636978,7.67792949799793,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artenimol,0.025,0.5,0.00224548036655082,4.00593921482665,1.24149173284634,0.0753258360643255,7.34444761649174,2.03404200277684,0,1.98123461455628,1.54855730436089,2.94369691870666,1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artenimol,0.025,0.5,0.00341209760094303,4.00227006723105,17.0285525302599,0.0286965623947404,5.91085419453709,5.59755990263368,0,24.2791525503698,27.1377402445163,33.2437464774785,-1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artesunate,0.05,0.5,0.0137955133039108,6.20539413187237,0.933458825846761,0.0778350906895217,7.04487990064296,1.81011452866683,0,0.250405022731868,1.25825656517925,1.70988324860792,1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artesunate,0.05,0.5,0.0104502336533899,9.99999999999981,8.1547999010146,0.0309958763682307,9.99999999999704,12.5932452358418,0,7.56700539703384,6.19886249998839,9.00257446350681,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,chloroquine,0.5,0.5,0.0136875791700127,9.99999999999999,37.7353412917292,0.0189454635022459,10,37.0264698043096,0,45.6707524264644,44.9861178062767,50.6189445922239,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,chloroquine,0.5,0.5,0.314030901677572,6.66529570391345,0,0.0892577940836222,9.29562156891268,2.19335341620526,0,0.29880566126377,4.21116420225681,4.50912785050672,1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,chloroquine,0.5,0.5,0.0228762537884575,7.30565559419062,0.632931147572857,0.0467416811952842,7.12226623398647,1.36849556182901,0,0.968939679069041,2.58955926004647,3.57696377175892,1
bix01294_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,halofantrine,0.025,0.25,0.000599239998020355,2.59959875547292,1.15633153473581,0.0165600754659663,4.900298468764,0.111135220940223,0,1.95222543900585,3.27012733630172,5.37628042469093,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,kn62,2.5,0.25,0.478107996661626,2.77765258234782,0.661065017309637,0.0154702352862214,4.35635248961936,0,0,4.11977136450279,9.21711396054101,12.2341933859406,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,kn62,5,0.5,1.45017738912748,1.8182693178096,0,0.0774316807705019,7.77716692632053,1.64558059708473,0,1.20187288919258,3.29245245397696,4.3274069855088,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,kn62,5,0.5,1.00961233282621,5.58138719097403,13.3816701969927,0.0341477948444663,9.99999999999983,24.7642186892257,0,14.9929281101736,17.2053357785085,20.471487287312,-1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,lumefantrine,0.025,0.25,0.00266706899851446,2.62997594754095,0,0.0108238691025708,4.83625764061765,0,0,1.73041418942191,5.78117194574512,8.13303711390414,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,lumefantrine,0.05,0.5,0.0103282673868863,2.55987618045421,0,0.0791632884693446,7.00312516613101,1.46583373629698,0,0.495784070076501,2.49621542665241,3.46444962140572,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,lumefantrine,0.05,0.5,0.00970687911698613,1.10098175201142,0,0.0297165817455891,10,11.3612737942706,0,7.21753008674882,6.13568732663415,11.1537823433159,-1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,mefloquine,0.125,0.25,0.0090020320826493,1.75681742631945,0,0.0137472544247281,5.9161572696208,0,0,1.63601642085507,6.18272089542925,9.65805236409879,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,mefloquine,0.25,0.5,0.0319948500897724,2.57639774341536,0,0.0765367133663267,7.68163901638203,1.81596288473747,0,1.91717984120057,7.94190950674211,9.47161561239513,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,mefloquine,0.25,0.5,0.0161544652159222,3.25769395591472,15.608529758792,0.0240188601274346,6.88203894215953,3.34808941209523,0,15.06027517593,12.750123178692,18.8540943241938,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,methyleneblue,0.075,0.5,0.0102152385141478,9.99999999999907,45.2676694818637,1,0,100,0,87.137440623284,87.137440623284,87.137440623284,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,methyleneblue,0.075,0.5,0.0203146502021028,4.28732101489124,0.967770574905152,0.0816146179247505,7.55374126398282,1.24242317142938,0,0.765375496954148,5.55843453312109,6.52410143704833,1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,methyleneblue,0.075,0.5,0.0146439457611192,9.99999999999999,16.5814904429706,0.0288843572616664,4.02899320889039,7.79381425588597,0,13.2306629892142,16.4232904661144,18.1465677367714,-1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,nanchangmycin,0.005,0.25,0.00034901751553411,2.41218338785038,0,0.0153173463005874,3.99740810352398,0,0,3.00558126216534,4.44722295735046,5.98331137225936,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,nanchangmycin,0.01,0.5,0.00193823101295457,1.63944495190445,0,0.0768073340611058,7.75138506607379,2.03600556325051,0,4.50644271956273,9.8962995213902,12.0646413044634,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,nanchangmycin,0.01,0.5,0.000589055549751197,9.99999999999828,29.7701516363824,0.0338670417056551,9.9999999999999,15.2022549270817,0,10.3835931351125,7.91974746216046,10.4638141884759,-1
