Parameters,methyleneblue,artemether
EC50,0.0182162994205577,0.021576668399114
H,7.71975913615499,5.1344568289926
Ucinf,0.344324304454224,2.7389007371074
chi2,38.0830803275292,112.491380883492
good_of_fit,0,0
