Parameters,monensinsodiumsalt,methyleneblue
EC50,0.0205457309622822,0.00241101616966772
H,4.57037612304648,2.71832840400652
Ucinf,1.42467611929702,2.32888284437816
chi2,119.691715768133,29.5085737603527
good_of_fit,0,0
