Parameters,gsk2126458,halofantrine
EC50,0.00103142083975122,0.0176241059646755
H,5.51879121544398,9.99999999999844
Ucinf,1.38418490944636,28.7722984285757
chi2,61.2833378139933,1501.54189049345
good_of_fit,0,0
