Parameters,miconazole,halofantrine
EC50,0.000989916075639288,2.7195349827192
H,3.19332759203132,4.64797733906375
Ucinf,0.645754813114013,16.978823836229
chi2,97.9715986115518,706.250755874091
good_of_fit,0,0
