Parameters,ml238,atovaquone
EC50,0.00397586275939795,0.0137924359659312
H,2.29522589287387,1.73626937517005
Ucinf,13.2781261784845,6.62511605220927
chi2,428.442076638136,55.3449482642391
good_of_fit,0,0
