Parameters,piperaquine,methyleneblue
EC50,0.0138267722310347,0.0297463604992172
H,4.74969904390523,5.07871831521089
Ucinf,15.4907760367581,9.97009404980845
chi2,10343.7512125976,3645.95982048117
good_of_fit,0,0
