Parameters,pkc412,mefloquine
EC50,0.0394164507814513,0.425835204594405
H,2.98475637716757,2.25862877752358
Ucinf,0,2.02894606541834
chi2,77.6352610209697,86.2069759844158
good_of_fit,0,0
