Parameters,gsk2126458,artenimol
EC50,0.00317516157830091,0.0357197561539139
H,3.87744640771783,9.99999999999558
Ucinf,0,68.8659622101797
chi2,129.750056101925,169.66687994117
good_of_fit,0,0
