Parameters,amiodaronehydrochloride,ml238
EC50,0.0167641376104401,6.67926068421337
H,2.02699397408111,9.99999999999923
Ucinf,16.3394121944927,21.0234671914068
chi2,114.115809690655,187.912346117658
good_of_fit,0,0
