Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,ANT_AVERAGE_C1_SAN,ANT_AVERAGE_C1_LOEWE,ANT_AVERAGE_C1_BLISS,ANT_AVERAGE_C1_HSA,QA
emetine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,emetine,artenimol,0.025,0.75,0.00134515212690994,4.26869716049615,0.190231196632368,0.130967874131996,4.79525927500225,2.90175403847841,0,0.000534313562072885,0.000483001039068645,0.000294842388495022,1
emetine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,artenimol,0.025,0.75,0.000470812550938526,7.71252965367886,22.4517785600824,0.117045960514995,4.69695510305108,0.747114839505036,0,0.000453390257669716,0.000639293271206108,0.000582944040480792,-1
emetine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,emetine,artesunate,0.05,0.75,0.0187123837740012,9.99999999999956,22.8607601683109,0.325438532039328,9.9999999999129,64.8713264681192,0,0.000952024844347741,0.000955232042782222,0.000928658968950678,-1
emetine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,emetine,artesunate,0.05,0.75,0.022818126766001,6.55104389853157,3.53921039452958,0.139210748872409,4.4543837636777,2.36581882091067,0,0.00311860379399547,0.000985451290073507,0.000854214900068033,-3
emetine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,artesunate,0.05,0.75,0.0132075933411725,10,20.7299499440325,0.151821527597779,9.99999999999999,13.256673521435,0,0.00156258988739684,0.00136095870373017,0.00129369559204691,-1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,emetine,nvpbgt226,0.01,0.75,0.00383241425569128,9.99999999999999,44.865621122081,0.367475440244063,1.54179091559537,0,0,0.000358185605255733,0.000358254125461878,0.000327504264041761,-1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,emetine,nvpbgt226,0.01,0.75,0.00160526685001288,3.57782792674259,6.81466994528356,0.126460631725661,5.1094747635945,3.44203433607354,0,0.000900512687364311,0.00134928349032402,0.00102938211404711,1
emetine_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,emetine,nvpbgt226,0.01,0.75,0.00110290672616666,9.99999999999998,8.65657730183468,0.165070362267943,9.99999999999997,7.8901214575249,0,0.000311033540154061,0.000302786163352687,0.00025326607378413,-1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,febrifugine,nanchangmycin,0.01,0.025,0.00093003640859542,2.70087687203561,2.16246210464461,0.00251599101119235,6.61547483885082,0.996764492070751,0,0.000461931004970869,0.000551459463559249,0.000420786223348583,1
febrifugine_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,febrifugine,nanchangmycin,0.005,0.0125,0.000357602708058172,2.15805226892823,0,0.00135821183216609,10,1.00987920209095,0,0.000172770311119645,0.000152798211347564,0.000135859209669975,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_3D7,TestData,genz668764,gramicidin,0.005,0.375,2.18202952065639e-05,2.91084076446635,0,0.0556541327759885,2.15120870418058,0,0,8.10851375710405e-05,0.000224741493812927,0.000328906994184083,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_DD2,TestData,genz668764,gramicidin,0.01,0.75,3.98484696625774e-05,1.70147060445189,0.101499335483823,0.315466201507246,2.83440387613252,0,0,0.000150169869682383,0.000186047515378907,0.000186344765942563,1
genz668764_gramicidin_PLASMODIUM_FALCIPARUM_HB3,TestData,genz668764,gramicidin,0.01,0.75,0.000133563923881256,10,25.1931656823928,0.155792659608858,5.64772065466284,8.14592999797644,0,0.00125409018670695,0.00143034018735396,0.00148843491963313,-1
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,amodiaquine,0.25,0.175,0.195159565657013,9.99999999999998,0,0.0407192572827585,3.26816075292198,12.9111506976894,0,0.0242783967583053,0.0110465280892956,0.0107748480271654,-3
genz669178_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,amodiaquine,0.25,0.175,0.118400627115259,4.14335350468034,1.64159575777541,0.0239342378626306,1.27558268813403,0,0,0.0158370986962755,0.0132950264891419,0.0114555343565435,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,atovaquone,0.025,0.175,0.004332209141451,4.91785405991523,22.5390547515024,0.0185952342684258,3.7417109144899,0,0,0.00216236246193061,0.00216262318477985,0.00216258819374904,-1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,atovaquone,0.025,0.175,0.00472892712748729,2.20322885814075,10.7307282952725,0.0453981100533955,3.59644551216945,14.9828448346228,0,0.000418989310743632,0.000341090302619035,0.000317726386792379,1
genz669178_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,atovaquone,0.025,0.175,0.000621311974881991,4.80832430454027,12.0412156875051,0.0294206119010858,3.44869295782205,2.28489159708943,0,0.000489585263938833,0.000682976795498735,0.000620872794466503,-3
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,clobetasonebutyrate,5,0.0875,1.30928345296621,1.97138253049451,1.46616521954785,0.0174159464660241,3.898182244288,12.4127630119727,0,0.127437275935767,0.134815223324848,0.105980709763597,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,clobetasonebutyrate,5,0.0875,2.14291383288332,2.38869862633676,0,0.0211883997718648,1.97165241264355,15.7651760119708,0,0.228327153947793,0.181421484791699,0.17181362354571,1
genz669178_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,clobetasonebutyrate,5,0.0875,3.04802131569918,3.67359321163808,0,0.0388825809493748,2.54905459009492,0,0,0.203981135269791,0.141765331428865,0.138732751739445,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,decoquinate,0.25,0.175,0.00361146459487381,10,19.7713712383234,0.0654120481226241,4.16773586463035,40.2569825705075,0,0.00642196018920115,0.00737009102495045,0.00695709736762235,-1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,decoquinate,0.25,0.175,0.00736712003060376,2.89033895941198,6.76257504961579,0.0392342367621727,2.62544890295202,8.72750374015792,0,0.00399900903045514,0.00872244042371698,0.00475246360739133,1
genz669178_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,decoquinate,0.125,0.0875,0.00846259360579712,2.6319574060425,3.12262257381908,0.0342072928206368,2.09202551481356,0,0,0.00265177009879792,0.0026997673171656,0.00196977546064506,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methyleneblue,0.075,0.175,0.00846721270202995,10,26.231854695123,1,0,100,0,0.00465419150970011,0.00465419150970011,0.00465419150970011,-1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methyleneblue,0.075,0.175,0.020000529633829,5.23359136685353,3.1627333643075,0.0496928398960335,2.5569350084038,4.26193577321181,0,0.004846230843081,0.00302681162645939,0.00258692681255254,1
genz669178_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methyleneblue,0.0375,0.0875,0.00341563039758655,2.46037801196887,0,0.0209666055073108,2.2815781633458,0,0,0.00126834896758189,0.00117632744784833,0.00106919420124574,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,methylrosanilinechloride,0.075,0.175,1,0,100,0.0178328698307486,0.983046420134515,0,0,0.00033558523082176,0.00033558523082176,0.00033558523082176,-1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,methylrosanilinechloride,0.075,0.175,0.0543946986325313,9.99999999999312,69.3126724458297,0.0370906221453525,2.86750003283745,15.3764763754415,0,0.00290649754115126,0.00258651782057245,0.00252787009198199,1
genz669178_methylrosanilinechloride_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,methylrosanilinechloride,0.0375,0.0875,0.0152656308071759,5.21185262127259,28.1613074572066,0.0293782422274869,2.16073447967639,0,0,0.00225012920427679,0.00132087260702712,0.00127880561877863,1
genz669178_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,ml238,0.05,0.175,0.00696872993119799,9.99999999999977,51.5524990975772,0.0296749153056507,10,16.9747724123096,0,0.000796886942085936,0.000796373864366138,0.000794861264428288,-1
genz669178_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,ml238,0.05,0.175,0.0220709849792952,1.4113871463776,0,0.0443589949739081,2.88313672701656,9.09605836915674,0,0.00195608210885495,0.00170871532853691,0.00171866066863205,-3
genz669178_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,ml238,0.05,0.175,0.00518791246600496,10,19.4301578191492,0.0357407344016993,1.47844816428474,0.816383141040211,0,0.00392973015454665,0.00523595050979447,0.00443644194656571,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,nitd609,0.01,0.175,0.00127933021094132,9.99999999999982,0,0.051006027591241,9.99999999999998,64.7585027358279,0,0.000316563623833577,0.000316614921742978,0.000316503142432306,-1
genz669178_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,nitd609,0.01,0.175,0.00194645202969221,10,0.149954864941299,0.0413298024191411,4.07461496665267,14.8654324625143,0,0.000762787881990684,0.00076652141091344,0.000748058048841672,-3
genz669178_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,nitd609,0.01,0.175,0.0014280552178163,9.99999999999996,1.73304138794164,0.039457472263463,9.99999999999998,6.68858314708474,0,0.000782017999758379,0.000781050665181331,0.000760391115223031,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,genz669178,proguanil,0.175,0.175,1,0,100,0.0328385341096366,9.99999999999993,7.63217079867733,0,0.00310315787828559,0.00310315787828559,0.00310315787828559,-1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,genz669178,proguanil,0.175,0.175,0.175,2.02704960139511,14.5478960599745,0.0506086347662194,3.25775028093973,9.13767057744814,0,0.0100142495970898,0.00756155393681623,0.00726768840384068,1
genz669178_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,genz669178,proguanil,0.175,0.175,0.0311737171956163,1.25259641920598,0.084232338319401,0.0256643345722136,1.14633241693708,0,0,0.00757611737094217,0.00839921149684694,0.00653676886751199,-1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artemether,0.025,0.005,0.00393519070986318,2.02421570874384,0,2.40741790463881e-05,2.69645200692651,1.0766227629544,0,0.000591314904878906,0.000481221726571902,0.000398271427842644,1
gramicidin_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artemether,0.05,0.01,0.0134228293766708,10,0.610058207849384,0.000256412431662163,9.99999999999999,1.73024302383981,0,0.0057979142746084,0.00285416221569058,0.00257036371650119,-3
gramicidin_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artemether,0.025,0.005,0.00579352876842432,4.62023475500033,0.928760527329142,2.17586050054996e-05,2.3459080488693,0,0,0.00152959221872474,0.00147975386397741,0.00143979950979116,-3
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artenimol,0.0125,0.005,0.000608716433286981,2.76265279784197,0.866014706953849,2.47722083351136e-05,3.61674631592161,1.06033960016972,0,0.000250875215200314,0.000291545635935802,0.000176584142904269,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artenimol,0.025,0.01,0.00216504322466555,4.05011472606617,0,0.000298793796254432,9.99999999999925,0,0,0.00121615547097913,0.000834801549404868,0.000810985315392324,1
gramicidin_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artenimol,0.0125,0.005,0.000518947525324353,3.32301465728426,1.53136731286256,2.77268597680117e-05,3.33820503512764,1.63756977825524,0,0.000329519016394937,0.000520279289724649,0.000360510009546528,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,artesunate,0.025,0.005,0.00304119141743896,3.5185266591074,0.507641464570313,2.87120577997292e-05,3.3581516137259,0.286342530872924,0,0.00102822274597468,0.000956250870149953,0.000645819207117083,1
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,artesunate,0.05,0.01,0.0157833605635527,7.79136504100438,1.73217872722179,0.000268187885078253,9.99999999999998,2.11254372195567,0,0.00458597263979614,0.00135772236328072,0.00117436943790542,-3
gramicidin_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,artesunate,0.05,0.01,0.00623484261461549,3.2258017991413,5.64538059519533,0.000254684400520535,10,1.32510948139226,0,0.00241122539936646,0.0020127965013131,0.00168176313323626,-3
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,atovaquone,0.0125,0.005,0.000786352913084658,1.24215023876519,0,2.23409700010209e-05,1.83814483397405,0.195305381665456,0,0.000111232070595452,0.000174839640993086,9.49224675455943e-05,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,atovaquone,0.025,0.01,0.00326201511078125,0.732344167550005,0,0.000252359009233521,10,0.550284436253679,0,0.000811227660234857,0.000758172835970837,0.000716977575151224,1
gramicidin_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,atovaquone,0.0125,0.005,0.00160108660919458,1.3136786461626,2.7262558790024,4.10256845802045e-05,1.09931655710063,0,0,0.000304108369330065,0.000327583706082435,0.000290024652546535,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,gramicidin,nitd609,0.005,0.005,0.000551660267120662,4.68054800021223,0,2.53210644193592e-05,1.95116975264308,0,0,0.000175816664851444,0.000206520580426298,0.000200782472633925,1
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,gramicidin,nitd609,0.01,0.01,0.00227395795098316,10,0.218388784155094,0.000250735328998837,10,0.433102686037523,0,0.000864620747098346,0.000686744893543598,0.000683628070551062,-3
gramicidin_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,gramicidin,nitd609,0.01,0.01,0.00171479568724541,5.6663541969472,0.074805106794873,0.000247974938087473,10,0.0720208770218944,0,0.000897078523576992,0.000902278712216402,0.000890776423668394,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artemether,0.05,0.05,1,0,100,1,0,100,0,0.00130889633948006,0.00130889633948006,0.00130889633948006,-1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artemether,0.05,0.05,0.0330335852026777,10,0,0.0290765038591622,10,68.3154773553932,0,0.00207863419357437,0.00137194057897154,0.00137194038144948,1
gsk2126458_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artemether,0.05,0.05,0.0297215731695157,9.99999999999997,23.1694540258868,0.0485911162266174,9.99999999999996,0,0,0.00150844429643351,0.00110735938984752,0.00110176344118945,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artenimol,0.025,0.05,0.00316325963081644,2.06970045912027,23.7700312613431,1,0,100,0,0.000393987979654289,0.000393987979654289,0.000393987979654289,-1
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artenimol,0.025,0.05,0.00317516157830091,3.87744640771783,0,0.0357197561539139,9.99999999999558,68.8659622101797,0,0.000627880453635498,0.000470686384648348,0.000436216885057239,-3
gsk2126458_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artenimol,0.025,0.05,0.0030931803243599,2.5150678136571,0,0.0274285847339458,9.99999999999998,37.7775750017959,0,0.000541926951160638,0.00037341658580256,0.000364795879105915,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,artesunate,0.05,0.05,0.029883252367285,3.59116343569276,0,0.0442632555780018,9.99999999999999,0,0,0.00152236284493331,0.00145571539147669,0.00145553402004972,-1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,artesunate,0.05,0.05,0.018472385460318,7.41431007838854,2.61139021415932,0.05,9.99999999999998,40.3926344794323,0,0.00313983686746842,0.00234403113895547,0.00234369090150854,1
gsk2126458_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,artesunate,0.05,0.05,0.00992243505660826,9.99999999999995,7.53692583696236,0.0309416832229262,9.99999999999999,42.2645499066431,0,0.002328431607859,0.00200157822988977,0.00198738645917573,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,chloroquine,0.5,0.05,0.0599830651329817,9.9999999999993,81.2689102223171,0.0258872941242442,9.99999999999889,33.3764264061536,0,0.00443772708281429,0.00428378319190947,0.00428378319174367,-1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,chloroquine,0.5,0.05,0.320503486900433,9.99999999999997,2.06130531759528,0.0499999999999997,9.99999999999996,50.9097492574818,0,0.0293467165944979,0.0144222297622848,0.0144222297576921,1
gsk2126458_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,chloroquine,0.125,0.025,0.0240449373983382,10,0,0.012257583445238,9.99999999999999,3.9827683810004,0,0.00459315475798819,0.00252214522556892,0.00250915968649441,-3
gsk2126458_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,halofantrine,0.025,0.025,0.00103142083975122,5.51879121544398,1.38418490944636,0.0176241059646755,9.99999999999844,28.7722984285757,0,0.000658935245355578,0.000718497976603111,0.000714843152025187,-1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,lumefantrine,0.025,0.025,0.0029750461937841,1.94006492615973,0,0.0151127632443681,4.02599423911118,0,0,0.000881840639165087,0.000720475857803655,0.000683837868950026,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0128659560572726,2.62154179010987,0,0.0499999999999986,9.99999999999998,38.2632523403524,0,0.00323590217231619,0.00254832397514088,0.00254899079750473,1
gsk2126458_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,lumefantrine,0.05,0.05,0.0098470508921921,5.08382578922424,7.07162651548031,0.0499999999999999,9.99999999999991,69.6511641350719,0,0.00328525814725454,0.00317431092717723,0.00317418503943838,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,mefloquine,0.25,0.05,0.0654078144303178,9.99999999999941,79.8261401930185,0.0442270202898292,9.99999999999994,0,0,0.0155394726185771,0.00705114492029043,0.00705114492029041,-1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,mefloquine,0.25,0.05,0.0423165927321402,2.56739735165822,0,0.0499999999999997,9.99999999999994,39.363416940267,0,0.00307212807992439,0.00264839378125588,0.00264785294932228,1
gsk2126458_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,mefloquine,0.25,0.05,0.0301958821704613,3.35798172624896,16.1570498041664,0.0411182824819422,9.99999999999804,56.9259639261041,0,0.00240498639424401,0.00238850881372515,0.00238833545429336,-1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,proguanil,0.0875,0.025,3.418e-06,0.1,33.2585685395508,9.77e-07,0.1,19.0325683149487,0,0.00214295805352305,0.00291683960237846,0.00214142218403683,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,proguanil,0.175,0.05,0.127476013063029,3.5063980172707,26.5930299990992,0.0499999999999977,9.99999999999992,61.8915240321428,0,0.0122855798479745,0.00480701439976915,0.00463513936656936,1
gsk2126458_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,proguanil,0.175,0.05,0.0711908373647117,1.31578236779553,0,0.0339808183301819,6.76697903431534,43.3126200697762,0,0.00939107510869113,0.00774416345909244,0.00768032489521839,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_3D7,TestData,gsk2126458,propafenonehydrochloride,5,0.025,0.615119798814907,1.27284632431488,0,0.0152123649055797,7.57334969287953,26.2430773925847,0,0.170453057757458,0.166305341550059,0.167003322342944,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_DD2,TestData,gsk2126458,propafenonehydrochloride,10,0.05,2.3200134146851,3.31518092463034,0.798673168942587,0.0278645265167089,9.99999999999999,66.1487601539182,0,0.292333657183321,0.285513772937381,0.281181898384854,1
gsk2126458_propafenonehydrochloride_PLASMODIUM_FALCIPARUM_HB3,TestData,gsk2126458,propafenonehydrochloride,10,0.05,3.17375717963608,4.93241465287193,6.75736399073424,0.05,10,0.238812807314714,0,0.492146209654542,0.32505936465869,0.31208842628319,-3
halofantrine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artemether,0.025,0.025,0.00361010298634398,5.75849004640108,0.560138693125734,0.00058674688345314,1.746135949561,0,0,0.000380204175540399,0.000345133521730654,0.000284968962355356,1
halofantrine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,halofantrine,artemether,0.025,0.025,0.00517057892754479,5.71115634208681,0.0973779225162397,0.00207161468352066,5.30316545954431,0.611403442088787,0,0.000936686009920187,0.000408589019143923,0.000383997416641407,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artenimol,0.0125,0.025,0.000521863865898903,2.9109135656818,1.536250865794,0.000550202568283019,3.57852056194917,0.732556723562083,0,0.000182214803958939,0.000227868616653327,0.000147948608380157,1
halofantrine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artenimol,0.0125,0.025,0.00061519299236063,3.695611027935,1.52563204869285,0.000411344191613082,2.05940195085089,0,0,0.000207005960984873,0.000229926233598268,0.000174074619685429,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,halofantrine,artesunate,0.025,0.025,0.00338289559410559,3.71565869363399,0,0.000838102225189544,3.5616656652222,0.391780355088872,0,0.000815742778421234,0.00224598182441654,0.00156579491462577,1
halofantrine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,halofantrine,artesunate,0.025,0.025,0.00344769352261412,6.80646900588882,2.09816526962358,0.000747470328675813,1.9448484407659,0,0,0.000989226215334145,0.000715358069358831,0.000373933953147864,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,mefloquine,0.25,0.175,0.108455813366323,9.99999999999999,24.6308019697174,1,0,100,0,0.00776235310762981,0.00776235310762981,0.00776235310762981,-1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,mefloquine,0.25,0.175,0.0453927996686607,2.40019993964997,0,0.175,9.99999999999997,13.2842768811326,0,0.0197620827253644,0.0150209291267801,0.0144323851955395,1
ink128_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,mefloquine,0.25,0.175,0.040385002017614,3.27039873124578,1.70501276295602,0.152295397821694,9.99999999999999,0,0,0.00708067074248794,0.00548547452267054,0.0053989055241616,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,ink128,nvpbgt226,0.01,0.175,0.00713021963070387,2.98775173880373,0,1,0,100,0,0.000163979495054373,0.000163979495054373,0.000163979495054373,-1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,ink128,nvpbgt226,0.01,0.175,0.00203039234186108,4.26948402938339,9.39272071736256,0.1732938804023,9.99999999999999,0,0,0.000765587376339022,0.000645650617021855,0.000616287094475549,1
ink128_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,ink128,nvpbgt226,0.01,0.175,0.000986437155753654,10,17.7120870144072,0.14551242190911,10,0,0,0.000189353954952763,0.000176281873364889,0.000174583641369022,-1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,clobetasonebutyrate,5,5,1.16653482370313,1.93438340868185,1.55827789863667,1.30520879356032,2.40887725757429,6.2128289145012,0,0.418882551233082,0.439324971137996,0.399661806213786,1
ivermectin_clobetasonebutyrate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,clobetasonebutyrate,5,5,2.59689549666286,3.17018183976344,0,2.15235577197259,10,12.3613427200554,0,0.350562877243444,0.328690452407599,0.323108690976808,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,ivermectin,decoquinate,0.125,5,0.00162566304333371,1.16733241433807,1.12412470336802,1.10957080887779,2.82540766617062,0.990545116345248,0,0.00290082531681796,0.00337937898863777,0.00299259239930822,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,ivermectin,decoquinate,0.25,10,0.00625831032440873,2.78142045374748,6.03564372899444,2.38029369486539,3.39832499491672,4.89136315290073,0,0.00601674629352391,0.0289349526631142,0.00836277971851532,1
ivermectin_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,ivermectin,decoquinate,0.25,10,0.00223458865150668,5.12771791320953,21.0021576234059,1.81858687309104,1.57131635188846,0.940858883332824,0,0.00363563415128723,0.00844264551299103,0.00430546325275169,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artemether,0.05,5,0.0499999999999907,9.99999999999929,15.4124482708788,4.49114586076207,9.99999999999991,0,0,0.0115822500606224,0.0114409921111215,0.0114404870659392,-1
kn62_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artemether,0.05,5,0.0304028672045281,9.99999999999999,1.1304332736673,1.53651460605948,1.88289684374465,0,0,0.00188619358384963,0.00134314304122958,0.00134279196456522,1
kn62_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artemether,0.05,5,0.0447541381393164,9.99999999999981,0,1.68733389062298,3.57142148266164,12.0607319441831,0,0.00133691926604349,0.00127036749587379,0.00124749549007865,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artenimol,0.025,5,0.00326158795797215,9.99999949619647,46.1527863385445,5,9.99999999999997,2.24784032304686,0,0.000780762369970999,0.000780809421036617,0.000780179714328828,-1
kn62_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artenimol,0.025,5,0.00255388439722457,4.04460232065318,0,1.95443549657689,2.20693761257432,0,0,0.000262387691170651,0.000206897394773674,0.000202168483103968,1
kn62_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artenimol,0.025,5,0.0037046254121178,3.94971323583945,13.9670109955123,0.768461079505862,1.78548787934955,7.96643694779092,0,0.000417714273871705,0.000431942721080536,0.000306906683421142,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,kn62,artesunate,0.05,5,0.0118200774228826,9.99999999999998,44.7940684321101,2.67977872152304,9.99999999999995,0,0,0.00108013237564517,0.000887931295733618,0.000887931295733593,-1
kn62_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,kn62,artesunate,0.05,5,0.0149304590248101,6.64504660770592,0.774582525921991,2.00835397275316,1.70980896352848,0,0,0.00253716130400429,0.00136865747363697,0.00110218914321071,1
kn62_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,kn62,artesunate,0.05,5,0.00786174873844503,6.18703964680907,16.1454648423769,1.49869745776869,1.45424315765654,0,0,0.0027830073482483,0.00247229922234709,0.00216713339453942,-1
