Parameters,gramicidin,artesunate
EC50,0.00304119141743896,2.87120577997292e-05
H,3.5185266591074,3.3581516137259
Ucinf,0.507641464570313,0.286342530872924
chi2,684.288136140706,70.511716306413
good_of_fit,0,0
