Parameters,panobinostatlbh589,artenimol
EC50,0.00433281546031518,0.0397411633792249
H,3.19114748242828,2.0136981285944
Ucinf,6.06880525783879,19.9822867696827
chi2,5047.53567098849,1735.15092907923
good_of_fit,0,0
