Parameters,bix01294,mefloquine
EC50,0.0161544652159222,0.0240188601274346
H,3.25769395591472,6.88203894215953
Ucinf,15.608529758792,3.34808941209523
chi2,6314.61261861472,5309.82208104115
good_of_fit,0,0
