Parameters,genz669178,proguanil
EC50,0.0311737171956163,0.0256643345722136
H,1.25259641920598,1.14633241693708
Ucinf,0.084232338319401,0
chi2,580.928521238945,1230.84583887737
good_of_fit,0,0
