Parameters,panobinostatlbh589,artesunate
EC50,0.00201415634859107,0.0240441000375531
H,4.98201204973759,3.44185263160269
Ucinf,1.16095031267689,2.30472901839734
chi2,42.8390081873309,282.495000899188
good_of_fit,0,0
