Parameters,genz669178,decoquinate
EC50,0.00846259360579712,0.0342072928206368
H,2.6319574060425,2.09202551481356
Ucinf,3.12262257381908,0
chi2,69.8040774308735,401.067483111489
good_of_fit,0,0
