Parameters,mefloquine,artesunate
EC50,0.0198314257037473,0.0353477856405862
H,6.1104110843475,2.66491686629812
Ucinf,3.00248133862582,0
chi2,19.2993794018116,105.108354480991
good_of_fit,0,0
