Parameters,panobinostatlbh589,artenimol
EC50,0.00289428889495255,0.0729615130345096
H,4.83260398718243,2.70470104262664
Ucinf,3.11583793120291,0.620822847998403
chi2,68.1335289940415,87.6478777972558
good_of_fit,0,0
