Parameters,gsk2126458,chloroquine
EC50,0.320503486900433,0.0499999999999997
H,9.99999999999997,9.99999999999996
Ucinf,2.06130531759528,50.9097492574818
chi2,254.507336847404,346.705006411622
good_of_fit,0,0
