Parameters,genz669178,decoquinate
EC50,0.00736712003060376,0.0392342367621727
H,2.89033895941198,2.62544890295202
Ucinf,6.76257504961579,8.72750374015792
chi2,40.0199995751682,213.770772765717
good_of_fit,0,0
