Parameters,torin2,nanchangmycin
EC50,0.000749545903840359,0.00106338471499983
H,3.646277724182,7.71143462971297
Ucinf,3.73929081494889,11.8325301696829
chi2,254.808658674395,333.060810641324
good_of_fit,0,0
