Parameters,torin2,artemether
EC50,0.00854817364524847,0.000604232077329812
H,4.71634455333003,9.99999999999993
Ucinf,2.58683549276578,13.5318065650727
chi2,2677.48386115937,1971.63359377117
good_of_fit,0,0
