Parameters,tafenoquine,artemether
EC50,0.00411625454496312,0.0952858552524677
H,4.37570202997215,2.43217240620226
Ucinf,0,16.9872095394802
chi2,376.007857084837,561.818797270312
good_of_fit,0,0
