Parameters,nitd609,proguanil
EC50,0.110578797198589,0.00158341639370061
H,3.22755029631871,7.68798771226727
Ucinf,26.5214069341534,0
chi2,115.129767232835,66.9190380569453
good_of_fit,0,0
