Parameters,quisinostathydrochloride,artemether
EC50,0.0328909805999973,0.00518197711562813
H,5.49470817441888,3.87122308309761
Ucinf,0,1.29507953042858
chi2,95.9378489887052,138.949833474658
good_of_fit,0,0
