Parameters,manoalide,artenimol
EC50,0.00211060879648324,6.73783185313981
H,4.34025866036748,5.29178761860962
Ucinf,14.5890321086171,0
chi2,3512.01792990887,822.319093825426
good_of_fit,0,0
