Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SUM_SYN_ANT_WEIGHTED_SAN,SUM_SYN_ANT_WEIGHTED_LOEWE,SUM_SYN_ANT_WEIGHTED_BLISS,SUM_SYN_ANT_WEIGHTED_HSA,QA
methylrosanilinechloride_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,methylrosanilinechloride,atovaquone,0.025,0.075,0.0249999999999998,9.99999999999998,19.2025272073173,0.0434888067348469,1.9797184313631,0,0,-8173.83898169515,-8160.00541496644,-8158.54118342386,-1
methylrosanilinechloride_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,methylrosanilinechloride,atovaquone,0.025,0.075,0.00209234825390625,2.20767659286295,6.44969452132759,0.0699864093738896,10,0,0,1.03505622953683,8.50619143002241,10.2039067049082,-1
methylrosanilinechloride_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,methylrosanilinechloride,atovaquone,0.025,0.075,0.000510333444784176,1.94043077491755,10.5490654523399,0.0421137221000094,9.99999999999997,24.3289299126917,0,26.070978101922,31.0944592907265,35.8798212370753,-1
methylrosanilinechloride_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,methylrosanilinechloride,halofantrine,0.025,0.0375,0.000892644851115712,2.70431568882474,0,0.0214132196418744,1.93077942150172,0,0,-10.1413793770228,-0.494275218816082,3.78261831784976,1
methylrosanilinechloride_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,methylrosanilinechloride,lumefantrine,0.05,0.075,0.0499999999999603,1.01920060253363,0,0.0749999999999999,9.99999999999992,55.4216718303291,0,-246.43828479454,-238.872240206006,-237.242213981191,-1
methylrosanilinechloride_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,methylrosanilinechloride,lumefantrine,0.05,0.075,0.0149305892098515,3.26715439483741,0,0.0437742225255605,9.99999999999718,59.5439497992422,0,-14.0198282242985,-7.00568354539839,-6.16010599866661,1
methylrosanilinechloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,methylrosanilinechloride,lumefantrine,0.05,0.075,0.00830641504663266,5.88014193701531,16.9123109336826,0.0749999999999998,9.99999999999997,15.8868655390723,0,-82.1662387577677,-66.2684956958129,-65.54741647747,-1
methylrosanilinechloride_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,methylrosanilinechloride,ml238,0.025,0.0375,0.00384480732520622,1.15562397827711,0,0.0199916455215236,10,28.558923256253,0,3.23247085311669,10.5464322897362,15.8606034920485,-3
methylrosanilinechloride_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,methylrosanilinechloride,ml238,0.05,0.075,1,0,100,0.0617716038847896,3.3161663444077,0,0,-47.5880034777533,-47.5880034777533,-47.5880034777533,-1
methylrosanilinechloride_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,methylrosanilinechloride,ml238,0.05,0.075,1,0,100,0.0419035864433407,10,46.0004017683595,0,-88.9196266306069,-88.919626630607,-88.9196266306069,-1
methylrosanilinechloride_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,methylrosanilinechloride,proguanil,0.0875,0.0375,0.0241836817596678,2.63676438313763,20.6311487199485,0.0188604034454346,6.22185952450863,28.440032206564,0,-27.2827104289077,-18.9607183197218,-15.4745257983156,1
methylrosanilinechloride_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,methylrosanilinechloride,proguanil,0.175,0.075,0.133776786857331,1.84489326269363,0,0.075,3.64803943122494,13.7628299878795,0,-0.837456856668576,3.50832814815563,4.72539743790383,-3
methylrosanilinechloride_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,methylrosanilinechloride,proguanil,0.175,0.075,0.0418767447641928,1.38658776323808,2.96692314550647,0.075,10,18.9999879582071,0,-40.8349505520147,-31.9318212929346,-30.8966069087393,-1
miconazole_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,artemether,0.025,5,0.00469027980584557,3.9188991769536,2.66675345900719,2.46625699177196,4.27479917435533,15.3545521661107,0,-34.3712692388177,-22.4885053165908,-20.4024902083404,1
miconazole_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,miconazole,artemether,0.025,5,0.0050602938564814,3.25871724964606,0,5,2.1500920100936,38.4412147525933,0,6.71268352390083,9.62914738904368,10.9185302191202,1
miconazole_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,miconazole,artemether,0.025,5,0.00627992418604498,4.1695393307457,3.51577593175759,5,9.99999999999998,21.3622001080873,0,-60.9335691697381,-46.9463208525909,-46.438168824204,-3
miconazole_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,artenimol,0.0125,5,0.000887429265353437,2.60617771432206,0.479002134991119,2.60757376959183,2.8476102047374,0,0,-10.1546244870174,-0.532030482576545,3.37264683703287,1
miconazole_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,artesunate,0.025,5,0.00328115596811241,4.18341738810719,1.04563427195637,2.62973169223961,3.63121331150623,10.2854800140733,0,-17.6743534001756,-7.03942421707422,-4.61668969798039,-1
miconazole_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,halofantrine,0.025,5,0.000989916075639288,3.19332759203132,0.645754813114013,2.7195349827192,4.64797733906375,16.978823836229,0,-4.88523284174358,2.51991411123759,5.20872001360329,1
miconazole_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,miconazole,halofantrine,0.025,5,0.00212390392471492,8.24487350035874,0.970722092387521,2.81446091830399,9.9999999999998,24.5369986905966,0,-5.90829663957025,8.07673889550089,8.59973339064192,-3
miconazole_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,lumefantrine,0.025,5,0.00458991755242177,3.85578621508312,0.438859434374073,2.45223673989919,1.40196700281153,0,0,-37.2666721497882,-24.3204323355947,-20.1083397605915,-3
miconazole_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,methyleneblue,0.0375,5,0.0052286107633246,3.27900109583449,0,1.54118365690709,1.1548440035182,0,0,-0.412954447572327,7.5321954034981,14.7833235271561,1
miconazole_reserpine_PLASMODIUM_FALCIPARUM_3D7,TestData,miconazole,reserpine,3.75,5,1.38046041593774,2.78674110956738,32.0759696712858,2.08536407007612,1.50125629606257,0,0,-36.6497137096289,-30.2570366026056,-22.7404113572763,1
ml238_atovaquone_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,atovaquone,0.025,0.05,0.0249999999999956,9.99999999999984,44.8796088746704,0.0499999999999996,9.99999999999997,33.6963802488357,0,-5.46083576705254,-20.1119347697446,-19.8153294136004,-1
ml238_atovaquone_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,atovaquone,0.025,0.05,0.00397586275939795,2.29522589287387,13.2781261784845,0.0137924359659312,1.73626937517005,6.62511605220927,0,35.5908735343851,38.4591521680617,51.7706778890315,-3
ml238_atovaquone_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,atovaquone,0.025,0.05,0.00336521470936789,2.8593297092209,30.6869169611945,0.0103470601176037,9.99999999999994,27.2830592904995,0,42.6076238675611,44.2196420089079,54.4461356673902,-1
ml238_decoquinate_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,decoquinate,0.125,0.025,0.00385789863547789,2.05678583686785,4.86568088133617,0.00341704798301212,1.31613902432864,1.45991647825242,0,30.7945654656132,29.1819950436837,46.4298404682052,1
ml238_decoquinate_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,decoquinate,0.25,0.05,0.00826809667321441,2.9683668985045,4.72336744329213,0.0182442396354411,2.02658705399397,4.17828928582887,0,37.5719998591564,45.8603986491429,55.1125132788288,1
ml238_decoquinate_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,decoquinate,0.25,0.05,0.00634247691672953,4.67772286255978,25.7383653994449,0.0129203335471926,2.11052714905791,21.2783921497856,0,36.1003316187007,34.3460666841122,45.3273764525756,-1
ml238_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,methyleneblue,0.0375,0.025,0.00383423768510482,2.55548432212708,0,0.00275646796391956,1.05580786107917,0,0,-8.72345900512961,-4.38872363126309,8.01261498956552,1
ml238_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,methyleneblue,0.075,0.05,0.0204548026868132,3.99986553758687,1.68290199303897,0.0183676131423012,1.64731974688283,0,0,4.09505542211105,12.7193438714897,17.9484662337512,1
ml238_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,methyleneblue,0.075,0.05,0.0173904087584858,9.99999999999997,26.9251637208077,0.0103889668439493,2.75548103262764,20.4714720898338,0,-82.9095996456785,-77.4384679080492,-72.3073249549084,-1
ml238_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,nitd609,0.01,0.05,0.00237633897811691,9.99999999999994,46.7137600698839,0.00513865098636705,2.21486874547445,20.9219974223688,0,-1793.38400075714,-1796.38870203349,-1787.03068362403,-1
ml238_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,nitd609,0.01,0.05,0.00261206910570559,3.25480265103104,0,0.0212235727665559,1.60257535241118,0,0,-23.5755766804721,-10.5637435614291,-4.8141822178451,-3
ml238_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,nitd609,0.01,0.05,0.00195070565185759,10,7.87920601327897,0.00677291266325268,1.13796937901894,0,0,-2.33031485827741,4.61627164427458,10.7476574610062,-3
ml238_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,nvpbgt226,0.01,0.05,0.00293109818895311,6.4307857126838,46.6710392769434,0.0350471952909886,1.46816009544792,19.877695192926,0,-101.821180495498,-97.129320203335,-92.6398861221957,-1
ml238_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,nvpbgt226,0.01,0.05,0.00208832501921193,9.80756948608582,9.71458620902659,0.0148602720988315,2.49282160347891,6.91364658600611,0,-15.7502476214794,-5.15361658347564,-2.46179920250778,1
ml238_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,nvpbgt226,0.01,0.05,0.0012724519613535,9.99999999999986,13.4210445841422,0.00240754358470886,2.3646457491634,24.6469923453452,0,-32.4757823232336,-25.0430855694416,-14.6250733563958,-1
ml238_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,ml238,proguanil,0.0875,0.025,0.0290319308612312,1.21480464199833,0,0.00215293832301064,1.51152473158134,11.0040549982202,0,14.1973968595691,9.14006783284311,26.815573203136,1
ml238_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,ml238,proguanil,0.175,0.05,0.097861224003487,9.99999999999954,60.8627766037066,0.0158348122866324,1.52339406594352,0,0,10.557516248337,11.041835031805,14.1622633009673,1
ml238_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,ml238,proguanil,0.175,0.05,0.0926032672814738,9.99999999999998,51.8352402852146,0.000801536808593718,9.99999999999989,29.3825337059353,0,-64.3329747378099,-62.2824836438719,-57.7869434196386,-1
monensinsodiumsalt_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,artemether,0.05,0.025,1,0,100,0.00737611403813787,1.73876759044481,0,0,-15325.0187861919,-15325.0187861919,-15325.0187861919,-1
monensinsodiumsalt_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,artemether,0.05,0.025,0.0241481258899759,10,0.527958872492956,0.00291464149080314,3.27122434457447,2.40890717072124,0,-23.0124149749105,-6.65202636138652,-4.68126105257502,1
monensinsodiumsalt_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,artemether,0.05,0.025,0.00944342730936583,10,6.28008665825114,0.000971900639612146,6.73218365812714,1.76970461213516,0,-22.0983990387701,-10.7918782746841,-9.14483326324797,-1
monensinsodiumsalt_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,artenimol,0.025,0.025,0.0123530207744818,5.019670672498,73.0239608964379,1,0,100,0,-103.94146208597,-103.94146208597,-103.94146208597,-1
monensinsodiumsalt_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,artenimol,0.025,0.025,0.00408289224324586,2.94037501905366,0,0.00272580172967824,3.85926892640512,5.01414163218221,0,-8.95891282586516,3.13394967441213,7.88315904170798,1
monensinsodiumsalt_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,artenimol,0.025,0.025,0.00458347327811433,5.45141374695623,14.1605279413436,0.00258010042949096,9.99999999999999,10.0217564973236,0,-12.6484970448377,-9.2911874992847,-2.99890689944487,-1
monensinsodiumsalt_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,artesunate,0.05,0.025,0.00973641289457639,10,31.3287583271975,1,0,100,0,-12373.318818653,-12373.318818653,-12373.318818653,-1
monensinsodiumsalt_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,artesunate,0.05,0.025,0.0149165902213894,5.87225658702909,1.15249838927448,0.00276279129053808,3.1497211103684,3.65538742874373,0,-17.9085494086793,-1.18244701194791,0.510103463345795,1
monensinsodiumsalt_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,artesunate,0.05,0.025,0.00693686055735963,5.7066559892743,6.63562130204324,0.00137618339542841,3.10894480929048,11.238976740333,0,-50.83243100108,-34.068746306201,-29.9775218998741,-1
monensinsodiumsalt_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,halofantrine,0.025,0.0125,0.0010524381618635,4.05168695111944,0.90330980991864,0.00148356551444429,5.70053209924915,3.82977290284794,0,-17.7483701198164,-3.30838212104542,-1.50067475034157,1
monensinsodiumsalt_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,halofantrine,0.025,0.0125,0.000660223283161188,1.76649726281626,0,0.00224251700908221,4.07157562015333,2.89530416043985,0,-16.3889771744989,-6.74164427779574,-2.78671165893622,1
monensinsodiumsalt_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,halofantrine,0.025,0.0125,0.0014806641040464,10,1.45942006914516,0.00203968654139771,2.91049593518103,0,0,-35.2998097541579,-17.5592106743061,-14.9389808859445,-3
monensinsodiumsalt_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,lumefantrine,0.05,0.025,0.0499999999999967,9.99999999999964,84.7486963056116,0.00972919807026351,2.24798211711069,0,0,-139.741607642705,-138.742025529605,-138.400233512927,-1
monensinsodiumsalt_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,lumefantrine,0.05,0.025,0.0131919932873374,3.52174962154697,3.10090371809885,0.0022748343518341,3.14306111071103,2.51852970951055,0,-37.0454558425211,-18.9455262653569,-15.4103191557393,1
monensinsodiumsalt_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,lumefantrine,0.05,0.025,0.0125301087336841,10,16.3081902466764,0.00140399037589956,9.99999999999998,0.350860976937595,0,-41.5360074402053,-30.4781992843649,-28.8266131589071,-1
monensinsodiumsalt_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,methyleneblue,0.075,0.025,0.0205457309622822,4.57037612304648,1.42467611929702,0.00241101616966772,2.71832840400652,2.32888284437816,0,-24.5547599055337,-7.31859903326123,-4.5528195362384,1
monensinsodiumsalt_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,methyleneblue,0.075,0.025,0.0120530553579685,0.747829979662011,0,0.00117119788443782,3.6733346368629,8.00207165473532,0,-93.6058140598937,-89.872475561792,-75.3113333871062,-1
monensinsodiumsalt_nitd609_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,nitd609,0.005,0.0125,0.000865262873195598,4.617664402101,0,0.00102858590445344,2.18838044284697,0,0,-28.1312974217576,-11.5568172462448,-8.07927768289517,1
monensinsodiumsalt_nitd609_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,nitd609,0.01,0.025,0.00223261027083179,10,0.6443996424567,0.00241358119187863,3.32094528220555,2.51228428331216,0,-52.7032966082712,-32.6587898206575,-30.8030417317143,1
monensinsodiumsalt_nitd609_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,nitd609,0.01,0.025,0.00202813135530279,10,18.1193577949384,0.00136945463949485,4.02740912300992,10.8888656114745,0,-69.9352040899982,-56.7771523201307,-52.5144853793516,-1
monensinsodiumsalt_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,nvpbgt226,0.01,0.025,0.0024567341872311,9.99999999999997,71.7952093568998,0.00307695052442651,9.99999999999924,0,0,-2804.95557493652,-2804.62129336918,-2802.78889935574,-1
monensinsodiumsalt_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,nvpbgt226,0.01,0.025,0.00267940542507131,3.59880031458155,8.71950850519782,0.00289119598678307,3.36930769788129,1.96493838495896,0,0.838019624077289,8.5889405172967,12.7835645266587,1
monensinsodiumsalt_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,nvpbgt226,0.01,0.025,0.00194457268575004,10,13.4179830852276,0.00154862412166696,6.36805756302782,2.57682178537756,0,-27.7142789054223,-18.7765699217316,-15.8880035800514,-1
monensinsodiumsalt_proguanil_PLASMODIUM_FALCIPARUM_3D7,TestData,monensinsodiumsalt,proguanil,0.175,0.025,1,0,100,0.0249999999999999,9.99999999999993,64.4818117053,0,-89.9228577064187,-89.9228577064187,-89.9228577064187,-1
monensinsodiumsalt_proguanil_PLASMODIUM_FALCIPARUM_DD2,TestData,monensinsodiumsalt,proguanil,0.175,0.025,0.149266338399974,2.96469678830867,0,0.00276286538111438,2.92102652865413,3.67569627429871,0,-14.2773751820304,-1.614772366773,0.209925106896281,1
monensinsodiumsalt_proguanil_PLASMODIUM_FALCIPARUM_HB3,TestData,monensinsodiumsalt,proguanil,0.175,0.025,0.0410479650007199,3.48270787233718,17.5277947034019,0.00127685719185419,10,9.59391379194561,0,-58.8024469503597,-49.2308841866307,-44.8064097080745,-1
nanchangmycin_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,nanchangmycin,artemether,0.05,0.01,0.0255967646525976,9.99999999999987,6.28365023574306,0.000384273449181267,9.99999999999998,28.0965472402486,0,-49.944164556276,-40.7783798634564,-36.4808282002146,-1
nanchangmycin_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,nanchangmycin,artemether,0.05,0.01,0.024627041606726,9.99999999999984,0.442994966947075,0.00109584814376168,3.41762156067748,2.29818719140376,0,-16.874482852392,-2.47809579961474,-0.452128112357789,1
nanchangmycin_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,nanchangmycin,artemether,0.05,0.01,0.014328609998782,7.33615892588336,11.7146133239639,0.00051620826403692,5.53934431547796,7.15651103879521,0,0.529443130908946,9.95079030789963,13.3123918285418,-1
nanchangmycin_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,nanchangmycin,artenimol,0.025,0.01,0.0060641208869419,9.99999999999992,11.9451636586244,0.00999999999999974,9.99999999999878,84.4425216070048,0,-141.1393920084,-148.086280421914,-147.89717245035,-1
nanchangmycin_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,nanchangmycin,artenimol,0.025,0.01,0.00406737583147216,4.49756465101009,0,0.00146055745742185,2.60432144199971,3.01650893282208,0,-14.7491578112616,-2.25133229446009,1.41879946925764,1
nanchangmycin_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,nanchangmycin,artenimol,0.025,0.01,0.00510638981255644,7.95837629233953,13.9668487612667,0.000397144495079421,4.79747316074588,19.1788197522333,0,8.44386345291132,10.1913239858545,18.9647781545363,-1
nanchangmycin_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,nanchangmycin,artesunate,0.025,0.005,0.00315936179365555,3.71518093861349,0.989901467097187,0.000247761903025892,5.25252850912728,2.55485072969206,0,-19.1610304759751,-5.28978114654064,-2.88264443462109,1
nanchangmycin_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,nanchangmycin,artesunate,0.05,0.01,0.0151466887681682,7.30930369536546,1.94656824677237,0.00124684634323369,2.44268250110783,4.52720851175366,0,-22.1936701556186,-5.45705356556291,-3.53428757380009,1
nanchangmycin_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,nanchangmycin,artesunate,0.05,0.01,0.00760791738305287,5.67545787420887,7.57554889630684,0.000440836538215894,4.13502680450877,20.4857246686796,0,-65.9952954129379,-53.1726011238478,-49.4677218443066,-1
nanchangmycin_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,nanchangmycin,halofantrine,0.025,0.005,0.000761937544202809,2.42421974088097,0,0.000220036297234207,1.36134703880011,0,0,-28.7160763899878,-21.8165102170649,-10.5190838852727,1
nanchangmycin_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,nanchangmycin,halofantrine,0.025,0.005,0.000707537245256721,2.37892068197616,0,0.000930366360226946,2.50958582839363,0.135367765929717,0,-29.5565584474616,-16.8178796631729,-11.1530041957659,1
nanchangmycin_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,nanchangmycin,halofantrine,0.025,0.005,0.0013101446111952,10,0.90154008805764,0.000145129646006685,0.568779863856301,0,0,-45.4329042169873,-38.2780658692001,-32.7915484023134,1
nanchangmycin_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,nanchangmycin,lumefantrine,0.05,0.01,0.0221472992992348,9.9999999999905,49.40005760908,0.00703535184123875,7.86187317641686,0,0,-49.0753059135466,-48.2796370515672,-47.9277307013209,-1
nanchangmycin_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,nanchangmycin,lumefantrine,0.05,0.01,0.0148611355603973,4.09075757695066,2.42594144028768,0.000778365146599957,4.06934633234942,1.85752086143094,0,-33.8417344046816,-15.7552109603646,-13.301291780292,1
nanchangmycin_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,nanchangmycin,lumefantrine,0.05,0.01,0.00955517219002331,6.56672369725228,20.4379935321788,0.000281362307904042,5.02240854783949,11.6837121024698,0,-48.7997749883851,-37.8439676790795,-29.8957139396331,-1
nicardipine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,artemether,0.05,10,0.0346840999101289,4.96447518591819,0,1,0,100,0,-189.977995837045,-189.977995837045,-189.977995837045,-1
nicardipine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,artemether,0.05,10,0.0196562166321993,7.35907851959214,0.227152523491453,6.58453264713734,1.60328590663142,0,0,-13.5442557520587,-2.48580540261269,-1.2880330954361,1
nicardipine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,artemether,0.05,10,0.015764078692349,5.28598177580844,0,8.42236242298807,2.0257220773046,0,0,-22.4271321722166,-12.7247702725943,-11.1406932479526,-3
nicardipine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,artenimol,0.0125,5,0.00113972422766225,2.0281269142776,0,2.43132850190309,2.38488160870851,12.83446732806,0,8.06533134118001,14.0187403790126,20.1372893002713,1
nicardipine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,artenimol,0.025,10,0.00145357577929064,7.99942170172485,1.06699898569688,6.55928579987496,2.39747687204561,0,0,-10.2408634278841,-0.360573691389294,1.08157294568905,1
nicardipine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,artenimol,0.025,10,0.00154191598787453,6.27118439943722,10.932737829882,5.98567118956487,3.15041523533737,0,0,12.0630619033256,19.7986551085403,23.8211540969775,-1
nicardipine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,artesunate,0.025,5,0.00213529509617749,4.52586239741628,1.17766150131476,2.58111234524752,1.87432194995463,0,0,-15.431322271634,-5.92294887298651,-3.07240882525918,1
nicardipine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,artesunate,0.05,10,0.0159388527681495,5.05614563198304,2.04509379735159,6.21652335438637,1.87141385236951,12.9827329564811,0,-17.9212180989422,-7.7020274826545,-5.79229285835042,1
nicardipine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,artesunate,0.05,10,0.00933728131479775,6.37452830396974,10.6467289665437,6.56827708084316,9.99999999999987,51.9472350312181,0,-31.8338306686929,-24.9448699557776,-24.0305279857855,-1
nicardipine_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,halofantrine,0.025,5,0.000589905287934303,1.94711971458068,0,1.06266535651176,1.3224533470249,0,0,4.85003847276397,5.91579546543405,17.7869696175012,1
nicardipine_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,halofantrine,0.025,5,0.00221541259273317,6.85382535052813,0,2.47969242628165,1.12381593490107,0,0,8.18075541772812,16.7409736780647,19.1079669954085,1
nicardipine_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,lumefantrine,0.05,10,0.022339631671659,9.99999999999995,53.2463218894337,1,0,100,0,-8453.0758451705,-8453.0758451705,-8453.0758451705,-1
nicardipine_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,lumefantrine,0.05,10,0.00744542442299098,1.55212855073855,6.15654532220423,7.14991733936612,1.40233746520953,0,0,-24.2331026475692,-21.6766751350633,-11.7161397418974,1
nicardipine_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,lumefantrine,0.05,10,0.0101474545040908,10,17.0735163385486,7.06981441605654,2.15975633571351,0,0,-7.39973494791877,1.55005995655509,4.07268393838441,-1
nicardipine_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,mefloquine,0.25,10,0.156950448314206,9.99999999998352,75.5158585383675,0.190412728795234,10,73.4412348679471,0,-67.1544132234659,-67.5864300739507,-63.0215238241191,-1
nicardipine_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,mefloquine,0.25,10,0.0493351164219936,2.87531100760935,0,6.10785869061443,1.60859270264835,0,0,13.1106043952882,19.6593056112972,25.4722320931335,1
nicardipine_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,mefloquine,0.125,5,0.0216972714002826,4.75823904229592,1.0782629675181,3.90884344872965,2.30157996737505,0,0,-6.8410456735672,3.10831173350689,5.39960435239248,1
nicardipine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,nicardipine,methyleneblue,0.0375,5,0.00517355953580255,3.42856651624788,0,2.18415488049553,1.78029345610519,0,0,-15.9574703798308,-3.90717887028921,0.118838407111025,1
nicardipine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,nicardipine,methyleneblue,0.075,10,0.0274050058989701,4.91041473225784,2.61141351782098,6.03825115620396,2.04885885893312,0,0,-11.3652300206919,-1.87210915668356,0.395101935659905,1
nicardipine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,nicardipine,methyleneblue,0.075,10,0.0148987024771471,5.52549309081062,15.250259476872,5.84548356713482,1.19723241181225,0,0,-60.3931683108445,-50.3857260024011,-44.2540229990786,-1
nitd609_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,nitd609,artemether,0.025,0.005,0.00513310396337561,1.43811256183024,0,0.000520963266376082,3.00394307584967,0,0,16.9872989764014,24.8902628100107,33.3442401382017,1
