Parameters,chloroquine,lumefantrine
EC50,0.0098345834383839,0.00873628309105563
H,2.34963594221371,8.43722781867111
Ucinf,0.93493005386221,9.02479855868911
chi2,99.8694909761875,216.434459425793
good_of_fit,0,0
