Parameters,nvpauy922,artenimol
EC50,0.00175291589348236,0.0465559073463345
H,2.77184056349235,2.4321573549114
Ucinf,2.44189264538489,10.8534771524973
chi2,2826.38722875881,615.342782541123
good_of_fit,0,0
