Parameters,nitd609,atovaquone
EC50,0.0038562594867864,0.00149993706053932
H,1.59688283954499,7.15290343413163
Ucinf,1.460078586527,0
chi2,11.5572697397906,36.2961271775168
good_of_fit,0,0
