Parameters,gsk2126458,propafenonehydrochloride
EC50,2.3200134146851,0.0278645265167089
H,3.31518092463034,9.99999999999999
Ucinf,0.798673168942587,66.1487601539182
chi2,29.4698663270644,167.567476038803
good_of_fit,0,0
