Parameters,reserpine,lumefantrine
EC50,0.0132999431277428,2.34945638703678
H,3.01647085757065,4.28167278391608
Ucinf,0.584073419303738,0
chi2,86.3560857652727,209.426637704308
good_of_fit,0,0
