Parameters,nvpauy922,nvpbgt226
EC50,0.00218373026121587,0.0817898016886166
H,6.12232354343415,3.28503950500115
Ucinf,10.5184687517696,0.297445453192435
chi2,77.727691301278,126.627123996891
good_of_fit,0,0
