Parameters,manidipinedihydrochloride,mefloquine
EC50,0.0314593378756248,0.000390625
H,2.16599127808262,0.100000000000001
Ucinf,0,42.4650757492809
chi2,579.967868864216,4951.76949596596
good_of_fit,0,0
