Parameters,nvpbgt226,methyleneblue
EC50,0.0210250277814378,0.00210736984990407
H,5.53115982616893,9.10396035478988
Ucinf,2.7156029494378,12.6885782316666
chi2,124.790749984327,505.343920844522
good_of_fit,0,0
