Parameters,quisinostathydrochloride,tafenoquine
EC50,0.0222720621717462,0.00278781544792941
H,1.71704747521704,9.99999999999999
Ucinf,7.60237069444134,1.87173374017229
chi2,82.3262332044077,1087.63592476504
good_of_fit,0,0
