Parameters,miconazole,artemether
EC50,0.00469027980584557,2.46625699177196
H,3.9188991769536,4.27479917435533
Ucinf,2.66675345900719,15.3545521661107
chi2,922.592770069992,1279.62187168231
good_of_fit,0,0
