Parameters,panobinostatlbh589,amodiaquine
EC50,0.190721082788328,0.0673648863510297
H,9.99999999999998,2.76791731260426
Ucinf,0,0.157386748549848
chi2,128.812630505325,35.9828959726778
good_of_fit,0,0
