Parameters,tafenoquine,halofantrine
EC50,0.0009987195709557,0.116859670605029
H,3.91415356946419,1.7622163170541
Ucinf,0.906712960919598,6.98499862100418
chi2,40.5634776297456,323.204387925925
good_of_fit,0,0
