Parameters,genz669178,methylrosanilinechloride
EC50,0.0543946986325313,0.0370906221453525
H,9.99999999999312,2.86750003283745
Ucinf,69.3126724458297,15.3764763754415
chi2,185.793614962195,70.7280441955256
good_of_fit,0,0
