Parameters,torin2,artesunate
EC50,0.0120480498451104,0.000546307474778413
H,9.99999999999991,5.76714590430251
Ucinf,13.5221103813254,14.9877474194377
chi2,12322.4690016093,3069.99588583496
good_of_fit,0,0
