Parameters,pkc412,artesunate
EC50,0.0111677999609939,0.169946632515035
H,9.99999999999996,9.99999999999998
Ucinf,20.3140583357264,25.9550134259352
chi2,9518.27660605276,2627.20172055142
good_of_fit,0,0
