Parameters,lomerizinedihydrochloride,artesunate
EC50,0.0113611421240897,9.99999999999995
H,9.99999999999999,2.46458728288262
Ucinf,20.9692340467301,23.8377007110956
chi2,5891.80254306974,3199.31019906964
good_of_fit,0,0
