Parameters,nvpbgt226,mefloquine
EC50,0.0365255006346557,0.00204439526382619
H,2.98196164652651,6.46811746132532
Ucinf,0,12.9288985850195
chi2,140.747073271313,165.773538160192
good_of_fit,0,0
