Folder,TITLE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYN_SPREAD_SAN,SYN_SPREAD_LOEWE,SYN_SPREAD_BLISS,SYN_SPREAD_HSA,QA
alvespimycinhydrochloride_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,artesunate,0.05,0.75,0.0141619710963036,6.68933164618026,2.14567584080081,0.157204472575294,5.08005000940966,3.11548979775896,0,0.670517549541909,0.439061321067311,0.514009342895674,1
alvespimycinhydrochloride_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,artesunate,0.05,0.75,0.00813347947250265,3.35072762583681,8.28936382269894,0.268579421001418,3.9152592151467,0,0,0.904442583714218,0.86898945553027,0.862520938067962,-1
alvespimycinhydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,halofantrine,0.025,0.375,0.000848330855501279,2.73661858266519,0,0.0651501114554833,3.93537727600283,3.78103978873834,0,0.430907231596851,0.587841092231885,0.665872983906913,1
alvespimycinhydrochloride_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,halofantrine,0.025,0.375,0.00151857104409178,9.99999999999999,0.152403285018765,0.0367367435237432,4.28874505105094,0.726557554468132,0,0.511706244489405,0.523708206454284,0.573282957974845,-3
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.011687938521109,9.99999999999989,51.4525323812539,0.711176173354961,9.99999999999455,0,0,0.871275805438759,0.780786168839999,0.785489670712918,-1
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.0150561047797965,3.58343119622405,1.70840554080848,0.134572669446061,4.06916170419331,1.49225180752789,0,0.472128684094932,0.842549926481194,0.939004407447653,1
alvespimycinhydrochloride_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,lumefantrine,0.05,0.75,0.0128079787380374,9.99999999999997,9.16722517593464,0.334680851234785,2.9644896993756,0,0,1.03829692469298,0.953396332459058,0.993927655002234,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.122070491444764,9.99999999998921,36.5733541697838,0.0816377702149654,9.99999999999999,17.3460304168354,0,0.694758566434942,0.758496332666657,0.778242115675183,-1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0426506101450684,2.49711202115214,0,0.154993834552883,2.75424031980004,0,0,0.786350810049455,0.993382894844824,0.906117463511886,1
alvespimycinhydrochloride_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,mefloquine,0.25,0.75,0.0306629906760345,4.12602399119162,8.98564303302924,0.204435461267623,3.0981415238095,0,0,0.968364096285568,1.10633941310112,0.995353854433153,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00572381750818148,9.99999999999488,55.6998122825057,0.587102571165954,9.99999999999999,0,0,0.738052691983079,0.78042706312821,0.780428640759251,-1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00204230328301872,5.57492927154057,15.6881715171183,0.162985719587011,3.32444132148571,0.478509393799409,0,0.822065438187416,0.974837769134509,1.08180451002572,1
alvespimycinhydrochloride_nvpbgt226_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,nvpbgt226,0.01,0.75,0.00152854743628122,5.63689386090405,5.65695304066313,0.339128359986277,10,0,0,0.455860811129864,0.591055418827186,0.607656229220466,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,3.05178551119525,9.9999999999995,85.549162663779,0.439706618909885,9.99999999999999,0,0,1.25905635887102,1.20827528198476,1.21388340688601,-1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,2.3210544098754,5.24768953216167,0,0.18686587171551,3.31328179356812,0,0,0.682076913688777,0.798436530293178,0.775136085120679,1
alvespimycinhydrochloride_reserpine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,reserpine,7.5,0.75,0.973853269825244,9.99999999999997,8.90306966684811,0.227234927872528,3.40660024227903,0,0,0.669824577820444,0.605179049295322,0.714712334163387,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_3D7,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.683347132702208,9.99999999999999,0,0.129579001773502,3.04936127807617,0.194421498147979,0,0.990522270748432,1.08199822191047,1.08783247586401,-1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_DD2,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.187842597249038,2.95711395309486,9.91862460528748,0.162117702488961,4.47975358611866,1.9734696058118,0,0.405611851764607,0.579603195196543,0.679075435166059,1
alvespimycinhydrochloride_tafenoquine_PLASMODIUM_FALCIPARUM_HB3,TestData,alvespimycinhydrochloride,tafenoquine,0.75,0.75,0.192859463802953,5.0810067437608,32.2996071119679,0.23196895290837,2.93146725181624,0,0,0.793821136481015,0.872919018548237,0.92134887265764,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_3D7,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00916553134163141,10,62.0496598165517,4.09501257380156,2.84806293726254,49.0025442683305,0,1.49676773594013,1.56318045042644,1.53794289987466,-1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_DD2,TestData,amiodaronehydrochloride,ml238,0.05,10,0.0167641376104401,2.02699397408111,16.3394121944927,6.67926068421337,9.99999999999923,21.0234671914068,0,0.851351959990363,0.787967019724554,0.796394037942409,1
amiodaronehydrochloride_ml238_PLASMODIUM_FALCIPARUM_HB3,TestData,amiodaronehydrochloride,ml238,0.05,10,0.00561082274762297,1.76676289716567,20.5088022601857,8.03737431666666,2.99813953150141,0,0,1.413057448995,1.41041596035016,1.38038692859347,1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artemether,0.05,0.25,0.01226103049642,9.9999999999999,37.6580701523195,0.0663973113202314,1.20297697464471,0,0,0.920572400354672,0.925303863053099,0.961539444273418,-1
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artemether,0.05,0.25,0.0265508143659779,6.6184090444001,0,0.0242500675671943,10,1.23317750839502,0,0.528377561456618,0.747615679561297,0.756969366835208,-3
amodiaquine_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artemether,0.05,0.25,0.020163724339982,4.52203780840556,5.6985780382484,0.0157936687262871,10,5.93360031051506,0,0.810740616451862,0.941083798625699,0.999503766413492,-1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artenimol,0.0125,0.125,0.000768898831742167,3.00989135363279,1.28989748447204,0.00849317180268798,9.99999999999998,0.0779914013326666,0,0.717794078509431,0.767304156151351,0.80229481820143,1
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artenimol,0.025,0.25,0.00263138557877809,4.79130934968476,0.844430241147326,0.196095989297283,10,0,0,0.695518007877479,0.827247783346413,0.835777917469412,-3
amodiaquine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artenimol,0.025,0.25,0.00282003496178131,2.94243839306933,6.31554838226856,0.115982615221691,4.53535106145476,7.31218163284053,0,0.672859259206647,0.748274720182274,0.766648816161952,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,artesunate,0.05,0.25,0.00903122133980907,10,50.1118360252118,0.0358873307698937,9.52142808807607,0,0,1.29159847069087,1.32798887462651,1.33579849721095,-1
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,artesunate,0.05,0.25,0.0137714970429377,6.57720246006599,2.3960469893153,0.187920387393797,10,0,0,0.452869145934966,0.623109783333784,0.639936832334827,-3
amodiaquine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,artesunate,0.05,0.25,0.00830214022931213,5.13622286548965,7.51619730830661,0.106337160021643,6.64772259374538,0,0,0.598201423130649,0.75194578301977,0.79257017201944,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,amodiaquine,methyleneblue,0.075,0.25,0.00978589151780206,3.5478438080977,28.9282613968342,0.103529558487151,3.97220532931281,24.6756700027673,0,0.865141117053628,0.904039836771778,0.906549924114926,-1
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0212735488141842,3.85785477683531,0.729304831998767,0.18359685329077,9.99999999999838,1.23437170811157,0,0.353402801511345,0.433041861901106,0.443351654351926,-3
amodiaquine_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,amodiaquine,methyleneblue,0.075,0.25,0.0156111156965946,5.61881760862745,8.80291689963435,0.110919088818529,10,2.13337052703292,0,0.751288742015203,0.773747703317429,0.801048053999286,-1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,halofantrine,0.025,0.0125,0.000609056313891009,2.48624135573143,0,0.000447788334380586,1.44380668204961,5.01568385514279,0,0.812191445173885,0.684369042070037,0.940511687459768,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,halofantrine,0.025,0.0125,0.000772885980672852,3.17128437611375,0,0.00187155838416355,1.4627088848442,0,0,0.471829719674692,0.591856503877988,0.703903324393891,1
atovaquone_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,halofantrine,0.025,0.0125,0.00126118568358596,4.19748353241374,0,0.00109945861371825,1.92834344928183,4.68497408909698,0,0.53725827073736,0.657316355352499,0.840962469482191,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,atovaquone,lumefantrine,0.05,0.025,1,0,100,0.00359806787863078,1.22341221593884,0,0,0.862804731006087,0.862804731006087,0.862804731006087,-1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,atovaquone,lumefantrine,0.05,0.025,0.00891712550787021,2.6656057963833,0,0.00450601118142031,1.53768175251851,1.08075427665453,0,0.566397318508383,0.79391612222429,0.99646891368752,1
atovaquone_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,atovaquone,lumefantrine,0.05,0.025,0.0152949502228371,9.99999999999991,21.2132215847629,0.0010686223311194,9.22598563027099,11.5779355319551,0,0.823854492004186,0.853396124104826,0.871637792105625,-1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artemether,0.025,5,0.00501431016131401,2.37039669003402,0,0.606265470945821,1.11128501693088,0,0,0.932702612601176,0.91213305801441,1.12064882187577,1
azelnidipine_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artemether,0.025,5,0.00602136232010545,2.52883895624134,0,1.49684813555783,1.01777647855465,0,0,1.05353621336238,1.07906560654178,1.16158892376272,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,artenimol,0.0125,5,0.000893035300073031,2.09643856929547,0,0.863333151730651,1.4402128225899,0,0,0.785909304550532,0.797078071636157,1.14184696579036,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artenimol,0.0125,5,0.00080529374849474,1.92973445345981,0,1.42223669347814,0.662060911403275,0,0,0.946441687526117,0.804020375425894,1.09719444918364,1
azelnidipine_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artenimol,0.0125,5,0.000978619058198772,3.55723005339625,0,2.79122143597776,2.66326967340115,0,0,0.518943055548214,0.675594746765386,0.762761168106905,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,artesunate,0.025,5,0.00313890982982477,9.9999999999998,1.85183945236865,1.32809407477533,1.20447542765883,0,0,0.630290800143488,0.73378550355696,0.669000012030136,1
azelnidipine_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,artesunate,0.025,5,0.00306628420561665,10,1.8516231405508,1.95577205581912,1.95604383786572,0,0,0.888826687869254,0.795849541551756,0.838552813532721,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,halofantrine,0.025,5,0.000598989368818404,2.48650684817496,0,1.35784234477254,2.80746497259239,5.89924385031317,0,1.05614408250068,1.02378440759428,0.973396935105814,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,halofantrine,0.025,5,0.000732891152487054,2.2653217521935,0,2.40644683786954,1.445765171137,0,0,1.11451387124819,1.14111324904587,1.07903369927489,1
azelnidipine_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,halofantrine,0.025,5,0.00129538248210401,6.57025809015479,1.19195999744521,2.02637756960315,5.18450163945046,16.3242854152545,0,0.833832065214207,0.801866035508612,0.828650273342599,-3
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azelnidipine,lumefantrine,0.025,5,0.00404884382828582,1.84678726073327,0,1.29464122996413,1.92188659908795,0,0,0.917415321801597,0.926193521272044,1.13526983041671,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azelnidipine,lumefantrine,0.025,5,0.00486768251546652,2.42972904654982,0,2.55123730501974,2.31112912047018,0,0,1.28861344507704,1.36142511802385,1.39948222982335,1
azelnidipine_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azelnidipine,lumefantrine,0.025,5,0.00970415756406153,2.83776017114498,0,3.10361379539021,2.69451469518281,0,0,0.847758869671237,0.83249406926096,0.851527881328306,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,chloroquine,0.375,5,0.0280036347797922,8.80688732818544,0.433039818890368,0.399981079408531,2.18710023951418,46.7300423976629,0,0.653554960526034,0.843812120298906,0.763090053390148,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,chloroquine,0.5,10,0.499664740092938,9.99999999999997,0,0.757127027451091,3.68351717961408,51.1581891170225,0,0.5867479758416,0.599763837550337,0.626884561494541,1
azithromycin_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,chloroquine,0.5,10,0.0246867884485644,2.5489086586089,5.25982007256005,0.65555705442909,9.99999999999994,57.516116038026,0,0.434202931782137,0.44758216690966,0.515851016707003,-1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,halofantrine,0.025,5,0.000473661964457972,3.5455639191068,0.309202918220786,0.269185621140965,4.32162242989402,54.568588678242,0,0.566323125947016,0.515096910877449,0.659622782998007,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,halofantrine,0.025,5,0.000601517681483253,1.97671693674659,0,0.315106852072361,3.60620100216137,44.9413250569909,0,0.713669368047992,0.644465542862387,0.734694921089867,1
azithromycin_halofantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,halofantrine,0.025,5,0.00106948675455481,6.19609596165321,1.04227681702004,0.397893639150648,1.95211743837232,55.6042328163848,0,0.453269829713809,0.474948071376274,0.514383637145756,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,azithromycin,lumefantrine,0.025,5,0.00614829656424241,3.48186506883449,1.51098561364225,0.270469371954384,3.00547537202522,49.1399343306588,0,0.892473846400955,1.01034959730821,1.04321017167631,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,azithromycin,lumefantrine,0.025,5,0.00541592199930039,1.70797846544318,0,0.293073578349714,1.03071864498337,26.7910204760025,0,1.01569442926523,0.756317279118728,1.24228855063941,1
azithromycin_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,azithromycin,lumefantrine,0.025,5,0.00571794329324004,2.35263416175591,0,0.327959084350094,1.24863090556641,51.4368369609758,0,0.79857773005936,0.84669255622581,0.943093409901792,1
benzamil_piperaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,benzamil,piperaquine,0.375,2.5,0.0116284949446629,3.25699689944301,0,0.785206176709391,10,0,0,0.802047279958423,0.817154774691827,0.784822388716688,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,amodiaquine,0.125,0.25,0.00935410096910683,9.99999999999958,0.376261376143877,0.0175254488947679,10,0.449085754828743,0,0.619140691018663,0.757531722972248,0.766767675674227,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,amodiaquine,0.25,0.5,0.158566249245945,9.99999999999986,4.14435657334524,0.0812151172601527,7.26660047524807,2.03697447468304,0,0.488712347151114,0.589272606231715,0.596259607216104,1
bix01294_amodiaquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,amodiaquine,0.25,0.5,0.0991700586847293,9.99999999999999,7.91085047724134,0.016964503451068,4.34518214747897,14.1290074524975,0,1.28256445759296,0.77764705416728,0.835589431715934,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artemether,0.05,0.5,0.0100675902038431,10,28.2135154435607,0.0216352650036726,10,31.0683207089016,0,0.860664328341286,0.790672356492527,0.871086208231566,-1
bix01294_artemether_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artemether,0.05,0.5,0.0154167311919733,10,0,0.0770505658921457,7.09707844296412,2.20736533209047,0,0.678979089622873,0.525914300529192,0.505041628083534,1
bix01294_artemether_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artemether,0.05,0.5,0.0143392379584137,9.99999999999998,9.81404607070885,0.052709721104396,9.99999999999999,8.55044272017643,0,0.80692184754187,0.923816855286154,0.941402454259883,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,artenimol,0.0125,0.25,0.000551928537229741,2.61672014118363,1.10225755574459,0.0140537276327946,4.36027765732921,0,0,0.603322852714895,0.667083658587512,0.78229346583458,-1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artenimol,0.025,0.5,0.00224548036655082,4.00593921482665,1.24149173284634,0.0753258360643255,7.34444761649174,2.03404200277684,0,0.850242731904001,0.750851706376608,0.53100444045139,1
bix01294_artenimol_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artenimol,0.025,0.5,0.00341209760094303,4.00227006723105,17.0285525302599,0.0286965623947404,5.91085419453709,5.59755990263368,0,1.03309783994798,1.00644626248642,1.07757551910253,-1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,artesunate,0.05,0.5,0.0137955133039108,6.20539413187237,0.933458825846761,0.0778350906895217,7.04487990064296,1.81011452866683,0,0.556200727035196,0.561650028731029,0.484172888303926,1
bix01294_artesunate_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,artesunate,0.05,0.5,0.0104502336533899,9.99999999999981,8.1547999010146,0.0309958763682307,9.99999999999704,12.5932452358418,0,0.876985779218228,0.806069313577335,0.901112008113821,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,chloroquine,0.5,0.5,0.0136875791700127,9.99999999999999,37.7353412917292,0.0189454635022459,10,37.0264698043096,0,1.14711095359743,0.996275316513837,1.04914822026221,-1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,chloroquine,0.5,0.5,0.314030901677572,6.66529570391345,0,0.0892577940836222,9.29562156891268,2.19335341620526,0,0.528845827696344,0.495411901286758,0.492502838566116,1
bix01294_chloroquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,chloroquine,0.5,0.5,0.0228762537884575,7.30565559419062,0.632931147572857,0.0467416811952842,7.12226623398647,1.36849556182901,0,0.865161417396345,0.539991807240731,0.541254897604426,1
bix01294_halofantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,halofantrine,0.025,0.25,0.000599239998020355,2.59959875547292,1.15633153473581,0.0165600754659663,4.900298468764,0.111135220940223,0,0.639724107129519,0.699873708086876,0.798334896165295,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,kn62,2.5,0.25,0.478107996661626,2.77765258234782,0.661065017309637,0.0154702352862214,4.35635248961936,0,0,0.791227082131431,0.832818391068621,0.896849233006801,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,kn62,5,0.5,1.45017738912748,1.8182693178096,0,0.0774316807705019,7.77716692632053,1.64558059708473,0,0.659660273072275,0.964387819802897,0.852521146575781,1
bix01294_kn62_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,kn62,5,0.5,1.00961233282621,5.58138719097403,13.3816701969927,0.0341477948444663,9.99999999999983,24.7642186892257,0,0.82680696149573,0.913102579567833,0.961039824770121,-1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,lumefantrine,0.025,0.25,0.00266706899851446,2.62997594754095,0,0.0108238691025708,4.83625764061765,0,0,0.674309009185955,0.989186604574271,0.903187701275332,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,lumefantrine,0.05,0.5,0.0103282673868863,2.55987618045421,0,0.0791632884693446,7.00312516613101,1.46583373629698,0,0.658143476083815,1.10135002426321,0.864257413294672,1
bix01294_lumefantrine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,lumefantrine,0.05,0.5,0.00970687911698613,1.10098175201142,0,0.0297165817455891,10,11.3612737942706,0,0.482474208745582,0.486266779803035,0.640351671953388,-1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,mefloquine,0.125,0.25,0.0090020320826493,1.75681742631945,0,0.0137472544247281,5.9161572696208,0,0,0.527747631452549,1.01296305510686,0.907357220148882,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,mefloquine,0.25,0.5,0.0319948500897724,2.57639774341536,0,0.0765367133663267,7.68163901638203,1.81596288473747,0,0.72454837529785,0.94118778058413,0.82936560610752,1
bix01294_mefloquine_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,mefloquine,0.25,0.5,0.0161544652159222,3.25769395591472,15.608529758792,0.0240188601274346,6.88203894215953,3.34808941209523,0,0.848481091985498,0.69763844776219,0.802414010782853,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,methyleneblue,0.075,0.5,0.0102152385141478,9.99999999999907,45.2676694818637,1,0,100,0,1.23055886899245,1.23055886899245,1.23055886899245,-1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,methyleneblue,0.075,0.5,0.0203146502021028,4.28732101489124,0.967770574905152,0.0816146179247505,7.55374126398282,1.24242317142938,0,0.578045667238077,0.647638972505539,0.626765763428584,1
bix01294_methyleneblue_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,methyleneblue,0.075,0.5,0.0146439457611192,9.99999999999999,16.5814904429706,0.0288843572616664,4.02899320889039,7.79381425588597,0,0.695949403368786,0.764669894946369,0.790346567712924,-1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_3D7,TestData,bix01294,nanchangmycin,0.005,0.25,0.00034901751553411,2.41218338785038,0,0.0153173463005874,3.99740810352398,0,0,0.506094111311111,0.563755740767489,0.627796435847387,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_DD2,TestData,bix01294,nanchangmycin,0.01,0.5,0.00193823101295457,1.63944495190445,0,0.0768073340611058,7.75138506607379,2.03600556325051,0,0.809165844241923,0.860762650140922,0.870942092232078,1
bix01294_nanchangmycin_PLASMODIUM_FALCIPARUM_HB3,TestData,bix01294,nanchangmycin,0.01,0.5,0.000589055549751197,9.99999999999828,29.7701516363824,0.0338670417056551,9.9999999999999,15.2022549270817,0,0.929619393671346,0.861340649434197,0.967955255719473,-1
