Parameters,nicardipine,artesunate
EC50,0.00933728131479775,6.56827708084316
H,6.37452830396974,9.99999999999987
Ucinf,10.6467289665437,51.9472350312181
chi2,2713.43168101147,2766.51326288302
good_of_fit,0,0
