Parameters,monensinsodiumsalt,nvpbgt226
EC50,0.00267940542507131,0.00289119598678307
H,3.59880031458155,3.36930769788129
Ucinf,8.71950850519782,1.96493838495896
chi2,56.818767608982,95.488615620649
good_of_fit,0,0
