Parameters,bix01294,amodiaquine
EC50,0.0991700586847293,0.016964503451068
H,9.99999999999999,4.34518214747897
Ucinf,7.91085047724134,14.1290074524975
chi2,4185.21149481671,1820.14790737188
good_of_fit,0,0
