Parameters,decoquinate,gramicidin
EC50,5.47417251427033e-05,0.00340063106049306
H,4.29550297978624,1.69721950223167
Ucinf,0.880883788997155,4.23579210558169
chi2,12.5994947636305,270.337410722157
good_of_fit,0,0
