Parameters,bix01294,methyleneblue
EC50,0.0146439457611192,0.0288843572616664
H,9.99999999999999,4.02899320889039
Ucinf,16.5814904429706,7.79381425588597
chi2,4731.54031881792,1900.65797103264
good_of_fit,0,0
