Parameters,propafenonehydrochloride,lumefantrine
EC50,0.0135761483605612,2.66164098128902
H,3.86819146717997,3.82351373060383
Ucinf,19.2994980889715,10.3110858513168
chi2,6104.28869962663,5175.31782620646
good_of_fit,0,0
