Parameters,genz669178,nitd609
EC50,0.00194645202969221,0.0413298024191411
H,10,4.07461496665267
Ucinf,0.149954864941299,14.8654324625143
chi2,39.8519696471216,415.856091252276
good_of_fit,0,0
