Parameters,perhexiline,methyleneblue
EC50,0.0238059324013351,10
H,4.83345906590242,0.831091907206242
Ucinf,2.62154422196993,28.3891862960495
chi2,22.0830637598334,667.915534495358
good_of_fit,0,0
