Parameters,carfilzomib,artesunate
EC50,0.0200845200962846,0.0999999999999993
H,4.54012413782458,9.99999999999982
Ucinf,1.36791578995379,85.4876813076812
chi2,80.6516580814273,157.63457683848
good_of_fit,0,0
