drug0_conc,drug0_name,drug1_conc,drug1_name,drug2_conc,drug2_name,drug3_conc,drug3_name,drug4_conc,drug4_name,drug5_conc,drug5_name,drug6_conc,drug6_name,drug7_conc,drug7_name,drug8_conc,drug8_name,drug9_conc,drug9_name,sample,variable,value
0.0,RIF,0.031333,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9886021263253962
0.0,RIF,0.049333,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.966687789007445
0.0,RIF,0.078665,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0025772085437832
0.0,RIF,0.12,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9308293538205357
0.0,RIF,0.19999,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.7676929581227104
0.0,RIF,0.31998,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.5434311209309992
0.0,RIF,0.50661,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.37852239171880747
0.0,RIF,0.8132,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.2314640086216291
0.0,RIF,1.293,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.12804725095229078
0.0,RIF,2.0658,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.050870872225482484
0.0,RIF,3.3045,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.07221670867664588
0.0,RIF,0.0,TET,0.028,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9779746593425696
0.0,RIF,0.0,TET,0.048,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.973744439023177
0.0,RIF,0.0,TET,0.076,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9888393951218086
0.0,RIF,0.0,TET,0.124,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9603916987327039
0.0,RIF,0.0,TET,0.196,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9982552411033812
0.0,RIF,0.0,TET,0.316,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9350434636439625
0.0,RIF,0.0,TET,0.50799,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9200779164658033
0.0,RIF,0.0,TET,0.79998,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8741398526879369
0.0,RIF,0.0,TET,1.2799,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.7296837673086198
0.0,RIF,0.0,TET,2.0799,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.6252482668993179
0.0,RIF,0.0,TET,3.3596,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.4558608092839275
0.0,RIF,0.0,TET,5.359,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.24136786103890454
0.0,RIF,0.0,TET,8.5576,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.11338267722651649
0.0,RIF,0.0,TET,13.754,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.019195282866934307
0.0,RIF,0.0,TET,21.984,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.015604283023482204
0.0,RIF,0.0,TET,0.0,CHL,0.04,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0211957161094907
0.0,RIF,0.0,TET,0.0,CHL,0.066667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0271605930686538
0.0,RIF,0.0,TET,0.0,CHL,0.14667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0248473790309534
0.0,RIF,0.0,TET,0.0,CHL,0.28,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.028494901953572
0.0,RIF,0.0,TET,0.0,CHL,0.54666,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0100640335835438
0.0,RIF,0.0,TET,0.0,CHL,1.0667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9844610220232181
0.0,RIF,0.0,TET,0.0,CHL,2.08,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.912810529667241
0.0,RIF,0.0,TET,0.0,CHL,3.9998,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9525184736255942
0.0,RIF,0.0,TET,0.0,CHL,7.9994,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8598329148468096
0.0,RIF,0.0,TET,0.0,CHL,15.731,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.7144728984145656
0.0,RIF,0.0,TET,0.0,CHL,30.657,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.5193552286795312
0.0,RIF,0.0,TET,0.0,CHL,59.964,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.2858189474348035
0.0,RIF,0.0,TET,0.0,CHL,117.46,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.12785494816211673
0.0,RIF,0.0,TET,0.0,CHL,229.87,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.0243770477210533
0.0,RIF,0.0,TET,0.0,CHL,449.97,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.005386624902594864
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.86,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0020412448140499
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,1.28,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9393035297859881
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,1.88,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.997394083700252
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,2.7999,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9891299347901564
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,3.9999,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9869883370734688
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,5.9998,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.973126575851398
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,9.1994,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9778972037713531
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,13.599,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8130135041390437
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,19.997,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.7012300150201067
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,29.594,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.584008501966913
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,43.587,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.3969821666474995
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,64.772,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.0636336630221403
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,95.539,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.017633088586817447
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,141.47,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.018266636777046794
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,210.11,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.020286334246864147
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0021332,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9902896156866936
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0025332,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.044703166588178
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0029332,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0112300664833282
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0034664,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9909621280010996
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.004133,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9977613844518786
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0047995,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9686671187599701
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0055994,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.939521174385457
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0063992,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8740288231440796
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0075989,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.7864239673008733
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0087985,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.6176081847921037
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.010265,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.4086864103530487
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.011997,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.2777466426057077
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.013996,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.13499608441141714
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.016261,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.05377005479516794
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.018926,CIP,0.0,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.034675517092831634
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,1.6798,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.007380040876378
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,1.9597,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0102607542131132
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,2.2797,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0446044895515838
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,2.6395,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.042936278305365
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,3.0394,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.031616244179645
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,3.5192,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9519527375959043
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,4.0789,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9692187271384263
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,4.7185,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8202577451938686
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,5.438,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.6776940816737006
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,6.2774,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.4403798565497475
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,7.2765,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.19832848950473525
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,8.3953,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.07360750727836707
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,9.7137,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.0
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,11.232,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.0
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,12.989,FOX,0.0,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.00011259487780092913
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.00053333,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.019601408471796
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0010667,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9947550870093564
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0018667,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0202024002123902
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0037333,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9881267665977526
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0072,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.992317950567805
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0136,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,1.0277233558219674
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.025866,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.9320656340425867
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.047999,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.8586274561695996
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.095995,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.6988727030323157
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.18132,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.5125091331636157
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.34661,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.2932663307594614
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.66112,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.21700668642395143
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,1.2579,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.1442555693394784
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,2.4078,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.051731732076283156
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,4.5974,SMX,0.0,TMP,0.0,PHL,EC,norm_gr_1,0.03279041874959373
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,8.3125e-05,TMP,0.0,PHL,EC,norm_gr_1,1.0234810513192953
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.00016626,TMP,0.0,PHL,EC,norm_gr_1,0.9247811216118278
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0003325,TMP,0.0,PHL,EC,norm_gr_1,1.0124627743198882
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.00066555,TMP,0.0,PHL,EC,norm_gr_1,1.0162668414047604
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0013333,TMP,0.0,PHL,EC,norm_gr_1,0.9967631515814256
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0026667,TMP,0.0,PHL,EC,norm_gr_1,0.9338153027223038
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.008,TMP,0.0,PHL,EC,norm_gr_1,0.9996914980954424
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.02,TMP,0.0,PHL,EC,norm_gr_1,0.9779641664785248
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.048,TMP,0.0,PHL,EC,norm_gr_1,0.8553320316701972
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.12,TMP,0.0,PHL,EC,norm_gr_1,0.6104147124909001
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.29332,TMP,0.0,PHL,EC,norm_gr_1,0.41432975060855604
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.71995,TMP,0.0,PHL,EC,norm_gr_1,0.25676434241264534
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,1.813,TMP,0.0,PHL,EC,norm_gr_1,0.015201583673019568
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,4.4514,TMP,0.0,PHL,EC,norm_gr_1,0.017842645231219163
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,11.001,TMP,0.0,PHL,EC,norm_gr_1,0.020605873302232618
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,1.3993,PHL,EC,norm_gr_1,0.9976702685031957
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,1.6631,PHL,EC,norm_gr_1,1.0038483561748905
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,1.9827,PHL,EC,norm_gr_1,1.0064796995544671
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,2.3581,PHL,EC,norm_gr_1,0.957502187158767
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,2.8054,PHL,EC,norm_gr_1,0.9517864630492942
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,3.3403,PHL,EC,norm_gr_1,0.8891371246838364
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,3.9787,PHL,EC,norm_gr_1,0.8065618847902077
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,4.7365,PHL,EC,norm_gr_1,0.7342735494644875
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,5.6294,PHL,EC,norm_gr_1,0.46348868956911027
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,6.705,PHL,EC,norm_gr_1,0.29594772604470615
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,7.9787,PHL,EC,norm_gr_1,0.15262177009406971
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,9.4899,PHL,EC,norm_gr_1,0.1168348374746584
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,11.293,PHL,EC,norm_gr_1,0.00612429182926864
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,13.443,PHL,EC,norm_gr_1,0.061894454683180215
0.0,RIF,0.0,TET,0.0,CHL,0.0,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,16.002,PHL,EC,norm_gr_1,0.011787009332653075
0.69331,RIF,0.0,TET,0.0,CHL,0.066667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,1.6631,PHL,EC,norm_gr_1,1.0023537823564999
0.8533,RIF,0.0,TET,0.0,CHL,0.14667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,1.9827,PHL,EC,norm_gr_1,0.994110123520465
1.0133,RIF,0.0,TET,0.0,CHL,0.28,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,2.3581,PHL,EC,norm_gr_1,0.9687982674227744
1.2266,RIF,0.0,TET,0.0,CHL,0.54666,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,2.8054,PHL,EC,norm_gr_1,0.9409111950690713
1.4399,RIF,0.0,TET,0.0,CHL,1.0667,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,3.3403,PHL,EC,norm_gr_1,0.8937562630367114
1.7598,RIF,0.0,TET,0.0,CHL,2.08,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,3.9787,PHL,EC,norm_gr_1,0.8680496650380098
2.0798,RIF,0.0,TET,0.0,CHL,3.9998,ERY,0.0,FUS,0.0,CIP,0.0,FOX,0.0,SMX,0.0,TMP,4.7365,PHL,EC,norm_gr_1,0.6891407485408242
