drug0_conc,drug0_name,drug1_conc,drug1_name,drug2_conc,drug2_name,drug3_conc,drug3_name,drug4_conc,drug4_name,drug5_conc,drug5_name,drug6_conc,drug6_name,drug7_conc,drug7_name,drug8_conc,drug8_name,drug9_conc,drug9_name,sample,variable,value,bliss,num_drugs,loewe
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0010066,TET,0.0,TMP,0.0,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.9855615270410117,0.0011295100441571782,2.0,-0.12047486012010522
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0019999,TET,0.0,TMP,0.0,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.9747418277639965,-0.004385478475534943,2.0,-0.1698190801824915
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0037331,TET,0.0,TMP,0.0,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.8093596254249672,0.11316517524547431,2.0,-0.04680901362335309
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0073323,TET,0.0,TMP,0.0,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.617266310807122,0.19784752143714568,2.0,-0.05375171517351803
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.014129,TET,0.0,TMP,0.0,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.3390734166984339,0.3201297068326106,2.0,-0.030437273695660755
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.027452,TET,0.0,TMP,0.0,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.11493909143709731,0.24377843234587482,2.0,-0.0022112829413654346
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.053143,TET,0.0,TMP,0.0,FEP,0.011465,IPM,0.0,none,SA,norm_gr_1,7.407862907201298e-13,0.14202850138968853,2.0,1.2362494406151288
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.10299,TET,0.0,TMP,0.0,FEP,0.012532,IPM,0.0,none,SA,norm_gr_1,0.03610838835264911,-0.0022021005301839022,2.0,-0.08123482131787953
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.19934,TET,0.0,TMP,0.0,FEP,0.013598,IPM,0.0,none,SA,norm_gr_1,0.005044446560623384,0.001433575296945341,2.0,0.02439683973074371
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.38593,TET,0.0,TMP,0.0,FEP,0.014665,IPM,0.0,none,SA,norm_gr_1,0.028196210026938923,-0.027051973518055494,2.0,-0.34237457089726175
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.075554,TMP,0.98836,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.7156949865958799,0.2646915900556197,2.0,-0.012348820884408408
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.09333,TMP,1.0549,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.6579932848888883,0.30383112166701576,2.0,-0.04279973749350906
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.11555,TMP,1.1267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.5317696719626677,0.39404241676730234,2.0,-0.05735713610074731
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.14666,TMP,1.2039,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.16819393358048923,0.686188563905644,2.0,0.004249874132565357
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.18221,TMP,1.2837,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.11925967836503175,0.6165496521164185,2.0,-0.018539619338266308
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.22664,TMP,1.3715,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.025556730380937805,0.5281775105848947,2.0,0.04021176657113423
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.2844,TMP,1.4645,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.03054814510397296,0.3035662666150442,2.0,-0.023817221518528248
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.35549,TMP,1.5629,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.031520042279809195,0.12266536352583915,2.0,-0.07985080217335298
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.44433,TMP,1.6665,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.03609228486463953,0.01876240167604755,2.0,-0.1463843509186019
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.55538,TMP,1.7808,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.05156038701684179,-0.035822647898657356,2.0,-0.2348992588050398
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.69306,TMP,1.9004,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.03869819044347408,-0.03464039872274034,2.0,-0.27364053406264915
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,0.81267,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,0.07357702246980892,0.9236299422233807,2.0,0.1137697600305271
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,0.86858,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,0.1738404498249601,0.8209417544137729,2.0,0.044590868564817775
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,0.92714,FEP,0.0058663,IPM,0.0,none,SA,norm_gr_1,7.586552684002349e-08,0.9895990462854887,2.0,0.6697407435501197
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,0.98836,FEP,0.0063996,IPM,0.0,none,SA,norm_gr_1,0.04941197964338374,0.9302764286376396,2.0,0.03999035211671458
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.0549,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.00021627508378503407,0.9604794166358034,2.0,0.25238216370567407
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.1267,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.023445846316974286,0.9021564560939229,2.0,0.012711238989259386
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.2039,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.04056289789964859,0.8101808091917991,2.0,-0.04860046166424073
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.2837,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.039931838026988145,0.6838019178272265,2.0,-0.08169664565618533
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.3715,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.0,0.5719191560438438,2.0,inf
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0,MUP,0.0,TET,0.0,TMP,1.4645,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.043685478148584075,0.29083470871545797,2.0,-0.1496862496979364
0.015998,CIP,0.0010667,ERY,0.0,FUD,0.0,LZD,0.0010133,MUP,0.0,TET,0.0,TMP,0.81267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,1.000812029441524,-0.004744061936839183,4.0,
0.019552,CIP,0.0018667,ERY,0.0,FUD,0.0,LZD,0.00152,MUP,0.0,TET,0.0,TMP,0.86858,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9377831310184372,0.05403232373880651,4.0,-0.13695230645823483
0.023996,CIP,0.0029333,ERY,0.0,FUD,0.0,LZD,0.00224,MUP,0.0,TET,0.0,TMP,0.92714,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9308092052826819,0.052596280278214835,4.0,-0.20003379144978117
0.029328,CIP,0.0048,ERY,0.0,FUD,0.0,LZD,0.0033333,MUP,0.0,TET,0.0,TMP,0.98836,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9036319327766725,0.06255719452722996,4.0,-0.2437089304503168
0.036437,CIP,0.0079999,ERY,0.0,FUD,0.0,LZD,0.0047999,MUP,0.0,TET,0.0,TMP,1.0549,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.7836451815686909,0.14677175314756408,4.0,-0.22597141987828365
0.045323,CIP,0.012933,ERY,0.0,FUD,0.0,LZD,0.0074664,MUP,0.0,TET,0.0,TMP,1.1267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.652673935812606,0.20343385705152095,4.0,-0.24429247655103026
0.056874,CIP,0.0212,ERY,0.0,FUD,0.0,LZD,0.011199,MUP,0.0,TET,0.0,TMP,1.2039,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.569518684153625,0.14650436231111674,4.0,-0.29873697811106986
0.0702,CIP,0.034665,ERY,0.0,FUD,0.0,LZD,0.016532,MUP,0.0,TET,0.0,TMP,1.2837,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.47590765549308156,0.027086223523302144,4.0,-0.3503294681277406
0.08708,CIP,0.055997,ERY,0.0,FUD,0.0,LZD,0.02453,MUP,0.0,TET,0.0,TMP,1.3715,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.21794014495019354,0.03557632120666032,4.0,-0.30347943057909604
0.10751,CIP,0.093325,ERY,0.0,FUD,0.0,LZD,0.03626,MUP,0.0,TET,0.0,TMP,1.4645,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.19911636731244464,-0.12278309645599796,4.0,-0.392868859766487
0.13327,CIP,0.15198,ERY,0.0,FUD,0.0,LZD,0.054385,MUP,0.0,TET,0.0,TMP,1.5629,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,5.779184704814464e-08,0.012468295741639048,4.0,0.6881151769438425
0.015998,CIP,0.0,ERY,0.0,FUD,0.0008,LZD,0.0,MUP,0.0,TET,0.038889,TMP,0.81267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,1.000453322605509,-0.003961886894777056,4.0,
0.019552,CIP,0.0,ERY,0.0,FUD,0.0013333,LZD,0.0,MUP,0.0,TET,0.048888,TMP,0.86858,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9848870053827657,0.008043490116175112,4.0,-0.29175881860734887
0.023996,CIP,0.0,ERY,0.0,FUD,0.0026667,LZD,0.0,MUP,0.0,TET,0.062221,TMP,0.92714,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.990662425604825,-0.005116586555099056,4.0,-0.41317516614457456
0.029328,CIP,0.0,ERY,0.0,FUD,0.0050667,LZD,0.0,MUP,0.0,TET,0.075554,TMP,0.98836,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.8189750392029876,0.15245233809638137,4.0,-0.19549334245224048
0.036437,CIP,0.0,ERY,0.0,FUD,0.0098666,LZD,0.0,MUP,0.0,TET,0.09333,TMP,1.0549,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.678208932051287,0.2634123373722277,4.0,-0.19743384780544443
0.045323,CIP,0.0,ERY,0.0,FUD,0.018666,LZD,0.0,MUP,0.0,TET,0.11555,TMP,1.1267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.4333970427252717,0.4481898189657878,4.0,-0.17834309843611346
0.056874,CIP,0.0,ERY,0.0,FUD,0.035466,LZD,0.0,MUP,0.0,TET,0.14666,TMP,1.2039,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.11101689749314352,0.6504046585122182,4.0,-0.09601729115951037
0.0702,CIP,0.0,ERY,0.0,FUD,0.069331,LZD,0.0,MUP,0.0,TET,0.18221,TMP,1.2837,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.03455622094658119,0.5336654199709705,4.0,-0.05738053876836036
0.08708,CIP,0.0,ERY,0.0,FUD,0.12799,LZD,0.0,MUP,0.0,TET,0.22664,TMP,1.3715,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.03748092419096743,0.28050781826986626,4.0,-0.12979063084974427
0.10751,CIP,0.0,ERY,0.0,FUD,0.2453,LZD,0.0,MUP,0.0,TET,0.2844,TMP,1.4645,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.08277096021169877,0.025512279803371507,4.0,-0.2827752118713839
0.13327,CIP,0.0,ERY,0.0,FUD,0.46389,LZD,0.0,MUP,0.0,TET,0.35549,TMP,1.5629,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.10909067913517637,-0.08972595095920442,4.0,-0.40463957287908364
0.015998,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0010133,MUP,0.0,TET,0.038889,TMP,0.0,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,0.9819001022958644,0.01598457741516124,4.0,-0.21817795900899384
0.019552,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.00152,MUP,0.0,TET,0.048888,TMP,0.0,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,0.984525515579559,0.011045485023283286,4.0,-0.3090053234095511
0.023996,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.00224,MUP,0.0,TET,0.062221,TMP,0.0,FEP,0.0058663,IPM,0.0,none,SA,norm_gr_1,0.9516100186425126,0.038152085868336405,4.0,-0.27644134661223985
0.029328,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0033333,MUP,0.0,TET,0.075554,TMP,0.0,FEP,0.0063996,IPM,0.0,none,SA,norm_gr_1,0.9158801710534882,0.061693174255408434,4.0,-0.29640553366170774
0.036437,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0047999,MUP,0.0,TET,0.09333,TMP,0.0,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.7708386400459244,0.18035183530401233,4.0,-0.25877117211057704
0.045323,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0074664,MUP,0.0,TET,0.11555,TMP,0.0,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.6389634721466485,0.253617245696967,4.0,-0.2778224104032341
0.056874,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.011199,MUP,0.0,TET,0.14666,TMP,0.0,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.5062611682269863,0.2554756737328767,4.0,-0.31302528499676213
0.0702,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.016532,MUP,0.0,TET,0.18221,TMP,0.0,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.39067056884391593,0.15858981185962462,4.0,-0.35017555172856973
0.08708,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.02453,MUP,0.0,TET,0.22664,TMP,0.0,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.17664476874605214,0.12639164619703971,4.0,-0.31819625959060843
0.10751,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.03626,MUP,0.0,TET,0.2844,TMP,0.0,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.10459337498881632,-0.014880723022806852,4.0,-0.34433699391405853
0.13327,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.054385,MUP,0.0,TET,0.35549,TMP,0.0,FEP,0.011465,IPM,0.0,none,SA,norm_gr_1,0.08866469909838781,-0.07357143033717721,4.0,-0.41281322246519764
0.0,CIP,0.0010667,ERY,0.0,FUD,0.0,LZD,0.0010133,MUP,7.33e-05,TET,0.0,TMP,0.0,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,1.0008190976856184,-0.0022078847902415877,4.0,
0.0,CIP,0.0018667,ERY,0.0,FUD,0.0,LZD,0.00152,MUP,0.00014,TET,0.0,TMP,0.0,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,1.0008190919438673,-0.0038652885001866366,4.0,
0.0,CIP,0.0029333,ERY,0.0,FUD,0.0,LZD,0.00224,MUP,0.00026667,TET,0.0,TMP,0.0,FEP,0.0058663,IPM,0.0,none,SA,norm_gr_1,1.0007897308905498,-0.007908478205615355,4.0,
0.0,CIP,0.0048,ERY,0.0,FUD,0.0,LZD,0.0033333,MUP,0.00051999,TET,0.0,TMP,0.0,FEP,0.0063996,IPM,0.0,none,SA,norm_gr_1,0.9343717899122015,0.048867474252536014,4.0,-0.13688086415417627
0.0,CIP,0.0079999,ERY,0.0,FUD,0.0,LZD,0.0047999,MUP,0.0010066,TET,0.0,TMP,0.0,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.9578211989685522,0.0041157648193472784,4.0,-0.3223397019122437
0.0,CIP,0.012933,ERY,0.0,FUD,0.0,LZD,0.0074664,MUP,0.0019999,TET,0.0,TMP,0.0,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.7073644258481524,0.20526255965299955,4.0,-0.13339006634336334
0.0,CIP,0.0212,ERY,0.0,FUD,0.0,LZD,0.011199,MUP,0.0037331,TET,0.0,TMP,0.0,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.38693358245315107,0.4129133777273271,4.0,-0.08034489505601716
0.0,CIP,0.034665,ERY,0.0,FUD,0.0,LZD,0.016532,MUP,0.0073323,TET,0.0,TMP,0.0,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.2073454664852019,0.3858187059755045,4.0,-0.08250105208029584
0.0,CIP,0.055997,ERY,0.0,FUD,0.0,LZD,0.02453,MUP,0.014129,TET,0.0,TMP,0.0,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.04683083150412361,0.28988355708101565,4.0,0.015421940186154072
0.0,CIP,0.093325,ERY,0.0,FUD,0.0,LZD,0.03626,MUP,0.027452,TET,0.0,TMP,0.0,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.08284298213212178,0.011802859085867645,4.0,-0.17426906292466562
0.0,CIP,0.15198,ERY,0.0,FUD,0.0,LZD,0.054385,MUP,0.053143,TET,0.0,TMP,0.0,FEP,0.011465,IPM,0.0,none,SA,norm_gr_1,0.008038639034848884,0.005530893410070259,4.0,0.014609192640206822
0.0,CIP,0.0,ERY,2e-05,FUD,0.0008,LZD,0.0,MUP,7.33e-05,TET,0.0,TMP,0.0,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,1.000818966855776,-0.001496549041296591,4.0,
0.0,CIP,0.0,ERY,4e-05,FUD,0.0013333,LZD,0.0,MUP,0.00014,TET,0.0,TMP,0.0,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,0.9979108272919989,0.000833201070438716,4.0,-0.15573074517792634
0.0,CIP,0.0,ERY,7.33e-05,FUD,0.0026667,LZD,0.0,MUP,0.00026667,TET,0.0,TMP,0.0,FEP,0.0058663,IPM,0.0,none,SA,norm_gr_1,0.9817095829932195,0.015023834688956073,4.0,-0.021292837256709548
0.0,CIP,0.0,ERY,0.00015333,FUD,0.0050667,LZD,0.0,MUP,0.00051999,TET,0.0,TMP,0.0,FEP,0.0063996,IPM,0.0,none,SA,norm_gr_1,0.994521628926143,-0.0027325211728606025,4.0,-0.3127467805308992
0.0,CIP,0.0,ERY,0.00030666,FUD,0.0098666,LZD,0.0,MUP,0.0010066,TET,0.0,TMP,0.0,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.9194928021221022,0.06053386639893776,4.0,-0.06775673395766611
0.0,CIP,0.0,ERY,0.00061999,FUD,0.018666,LZD,0.0,MUP,0.0019999,TET,0.0,TMP,0.0,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.9717018461334682,-0.01952571772271916,4.0,-0.3800900525485452
0.0,CIP,0.0,ERY,0.0012,FUD,0.035466,LZD,0.0,MUP,0.0037331,TET,0.0,TMP,0.0,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.7833395024237098,0.09319702236007388,4.0,-0.17805389195008434
0.0,CIP,0.0,ERY,0.0025332,FUD,0.069331,LZD,0.0,MUP,0.0073323,TET,0.0,TMP,0.0,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.6142253750840347,0.08853972101550378,4.0,-0.2149688147712067
0.0,CIP,0.0,ERY,0.0050661,FUD,0.12799,LZD,0.0,MUP,0.014129,TET,0.0,TMP,0.0,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.29077525253631065,0.15916211381831052,4.0,-0.1549268549480582
0.0,CIP,0.0,ERY,0.010265,FUD,0.2453,LZD,0.0,MUP,0.027452,TET,0.0,TMP,0.0,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.027866659947511245,0.11252393583295647,4.0,0.04480450181172249
0.0,CIP,0.0,ERY,0.020925,FUD,0.46389,LZD,0.0,MUP,0.053143,TET,0.0,TMP,0.0,FEP,0.011465,IPM,0.0,none,SA,norm_gr_1,0.07257400842341659,-0.05298457679037088,4.0,-0.21893155088565475
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0010133,MUP,7.33e-05,TET,0.038889,TMP,0.81267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9951659570306188,0.001771154264275876,4.0,-0.2545271868536902
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.00152,MUP,0.00014,TET,0.048888,TMP,0.86858,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9951191453300966,-0.0013932801896445746,4.0,-0.3404155337688849
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.00224,MUP,0.00026667,TET,0.062221,TMP,0.92714,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9651331746593315,0.021994363433126107,4.0,-0.22266704897626527
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0033333,MUP,0.00051999,TET,0.075554,TMP,0.98836,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.9580003078938106,0.016187300405541727,4.0,-0.28391394495399275
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0047999,MUP,0.0010066,TET,0.09333,TMP,1.0549,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.8541959414774644,0.09375397330609125,4.0,-0.22633851064155047
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.0074664,MUP,0.0019999,TET,0.11555,TMP,1.1267,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.8372601632904285,0.05346406044071372,4.0,-0.3064990809686401
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.011199,MUP,0.0037331,TET,0.14666,TMP,1.2039,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.6577946175835169,0.1198218914739736,4.0,-0.29434106738121424
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.016532,MUP,0.0073323,TET,0.18221,TMP,1.2837,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.5664387705419351,0.020572674503849142,4.0,-0.3502140556677629
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.02453,MUP,0.014129,TET,0.22664,TMP,1.3715,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.393887920028655,-0.06675200232865314,4.0,-0.37270071842244223
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.03626,MUP,0.027452,TET,0.2844,TMP,1.4645,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.13836658900017912,-0.032110297397409684,4.0,-0.30992526177986507
0.0,CIP,0.0,ERY,0.0,FUD,0.0,LZD,0.054385,MUP,0.053143,TET,0.35549,TMP,1.5629,FEP,0.0,IPM,0.0,none,SA,norm_gr_1,0.22382737331261623,-0.20729517110425755,4.0,-0.5119913790088716
0.012443,CIP,0.00066667,ERY,6.67e-06,FUD,0.00026667,LZD,0.0,MUP,0.0,TET,0.031111,TMP,0.0,FEP,0.0045331,IPM,0.0,none,SA,norm_gr_1,1.0007485297476413,-0.0015977373187855415,6.0,
0.015998,CIP,0.0010667,ERY,2e-05,FUD,0.0008,LZD,0.0,MUP,0.0,TET,0.038889,TMP,0.0,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,0.9774994254331284,0.02028415561953234,6.0,-0.1929183050676411
0.019552,CIP,0.0018667,ERY,4e-05,FUD,0.0013333,LZD,0.0,MUP,0.0,TET,0.048888,TMP,0.0,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,0.9472532201726234,0.04796303332967877,6.0,-0.18281463092032466
0.023996,CIP,0.0029333,ERY,7.33e-05,FUD,0.0026667,LZD,0.0,MUP,0.0,TET,0.062221,TMP,0.0,FEP,0.0058663,IPM,0.0,none,SA,norm_gr_1,0.9210947815145568,0.06783399940875257,6.0,-0.22606377908319722
0.029328,CIP,0.0048,ERY,0.00015333,FUD,0.0050667,LZD,0.0,MUP,0.0,TET,0.075554,TMP,0.0,FEP,0.0063996,IPM,0.0,none,SA,norm_gr_1,0.7609418726951616,0.21426674696394699,6.0,-0.17704092252556625
0.036437,CIP,0.0079999,ERY,0.00030666,FUD,0.0098666,LZD,0.0,MUP,0.0,TET,0.09333,TMP,0.0,FEP,0.0069328,IPM,0.0,none,SA,norm_gr_1,0.6783871037280713,0.2650466405590861,6.0,-0.22119993382801445
0.045323,CIP,0.012933,ERY,0.00061999,FUD,0.018666,LZD,0.0,MUP,0.0,TET,0.11555,TMP,0.0,FEP,0.0074661,IPM,0.0,none,SA,norm_gr_1,0.3776543358636096,0.49825325715775276,6.0,-0.17805015142353467
0.056874,CIP,0.0212,ERY,0.0012,FUD,0.035466,LZD,0.0,MUP,0.0,TET,0.14666,TMP,0.0,FEP,0.008266,IPM,0.0,none,SA,norm_gr_1,0.06804303328948891,0.6563882233659057,6.0,-0.06194969051703407
0.0702,CIP,0.034665,ERY,0.0025332,FUD,0.069331,LZD,0.0,MUP,0.0,TET,0.18221,TMP,0.0,FEP,0.0090659,IPM,0.0,none,SA,norm_gr_1,0.004130518426625164,0.4690752443662842,6.0,0.10734521997286676
0.08708,CIP,0.055997,ERY,0.0050661,FUD,0.12799,LZD,0.0,MUP,0.0,TET,0.22664,TMP,0.0,FEP,0.0095991,IPM,0.0,none,SA,norm_gr_1,0.023215223282900637,0.18413722454453665,6.0,-0.11158555312339362
0.10751,CIP,0.093325,ERY,0.010265,FUD,0.2453,LZD,0.0,MUP,0.0,TET,0.2844,TMP,0.0,FEP,0.010666,IPM,0.0,none,SA,norm_gr_1,0.033981623968585215,0.0004540568285913982,6.0,-0.24942855765873795
0.012443,CIP,0.00066667,ERY,6.67e-06,FUD,0.0,LZD,0.00069333,MUP,0.0,TET,0.031111,TMP,0.0,FEP,0.0045331,IPM,0.0,none,SA,norm_gr_1,1.000818770458306,-0.001843662353484099,6.0,
0.015998,CIP,0.0010667,ERY,2e-05,FUD,0.0,LZD,0.0010133,MUP,0.0,TET,0.038889,TMP,0.0,FEP,0.0050664,IPM,0.0,none,SA,norm_gr_1,0.9936029993012935,0.0038285693818147504,6.0,-0.3689792677185289
0.019552,CIP,0.0018667,ERY,4e-05,FUD,0.0,LZD,0.00152,MUP,0.0,TET,0.048888,TMP,0.0,FEP,0.005333,IPM,0.0,none,SA,norm_gr_1,1.0008156070010374,-0.006450342024269529,6.0,
