Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,97.569985699379,109.203737433281,109.204046520591
SYN_SUM,0,114.173843453337,133.459012575338,134.177521193264
SYN_SUM_WEIGHTED,0,56.008990028879,70.1075033620348,70.6802325326176
SYN_SPREAD,0,1.08174573067958,1.105490977972,1.10846125272704
SYN_AVERAGE_C1,0,0.00970269476827884,0.0105197323415109,0.0105744212201661
SYN_AVERAGE_C2,0,0.00287958354661216,0.00370948864031626,0.00375995754285016
ANT_MAX,0,-104.053139876901,-99.5574295442426,-99.5274364203112
ANT_SUM,0,-62.4410746761629,-60.3027128855647,-60.2961838714034
ANT_SUM_WEIGHTED,0,-57.3438047729925,-55.9969905114286,-55.991851090214
ANT_SPREAD,0,0.774653682276496,0.778272325528022,0.778347445437781
ANT_AVERAGE_C1,0,0.00152236284493331,0.00145571539147669,0.00145553402004972
ANT_AVERAGE_C2,0,0.00228815047801082,0.002087252385098,0.00208660171263001
SUM_SYN_ANT,0,51.7327687771745,73.1562996897736,73.8813373218608
SUM_SYN_ANT_WEIGHTED,0,-1.33481474411343,14.1105128506062,14.6883814424036
