Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,23.0587348666077,28.4409223175484,44.1740383176678
SYN_SUM,0,27.2527003627489,35.4339239343814,47.8592685874055
SYN_SUM_WEIGHTED,0,11.6799368400833,14.5941429708234,22.4018913238156
SYN_SPREAD,0,1.08714389851067,1.11618912326683,1.04087715500026
SYN_AVERAGE_C1,0,0.00372249743794395,0.00374463890150269,0.00429993587680304
SYN_AVERAGE_C2,0,0.413497681094264,0.411256772447977,0.552328121452475
ANT_MAX,0,-26.3313467330863,-26.1091137225932,-25.9472408911834
ANT_SUM,0,-24.6507282473625,-21.7269997385779,-20.3233511510189
ANT_SUM_WEIGHTED,0,-20.7627918975295,-18.1596253486067,-17.0161956076432
ANT_SPREAD,0,0.967560969550195,0.912228874313784,0.8850179285074
ANT_AVERAGE_C1,0,0.000454049555213639,0.000420105620898151,0.000405723110396632
ANT_AVERAGE_C2,0,0.368164389777576,0.375496079943569,0.360244639607201
SUM_SYN_ANT,0,2.60197211538633,13.7069241958035,27.5359174363866
SUM_SYN_ANT_WEIGHTED,0,-9.08285505744622,-3.56548237778331,5.38569571617245
