BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
1,1,good,0.997517,83.80158,44.0,-804.38534,542988.2403,-36.17846,0.90176,0.89297,4.09027,-11.13182
2,1,good,0.982422,49.15383,22.0,924.17522,435668.61604,-12.5927,1.11523,1.08286,14.74003,-2.35425
3,1,good,0.966946,75.473,40.0,-393.87953,587548.622,-30.56189,0.93794,0.9273,7.66603,-8.74344
4,1,good,0.948964,66.29231,50.0,-1335.15165,336361.54328,-53.72457,0.86421,0.86035,1.49876,-14.46846
5,1,good,0.83895,72.44486,46.0,-403.14461,337839.47515,-31.43896,0.92148,0.90513,7.07877,-8.69147
6,1,good,0.798526,60.56998,32.0,-468.91757,500478.87566,-42.56513,0.9354,0.93442,3.86765,-8.31013
7,1,good,0.909757,98.32074,48.0,-1897.22381,576880.08651,-74.36537,0.78975,0.78594,1.03406,-19.69513
8,1,good,0.814612,80.70451,9.0,1511.63482,165696.27563,0.0,1.08491,1.08491,15.77341,-0.65706
9,1,good,0.894863,98.20783,41.0,-624.16809,198720.53489,-29.29977,0.94429,0.94116,3.02461,-8.89692
10,1,good,0.802467,99.88353,66.0,-2835.85995,285608.33279,-81.98089,0.68291,0.68174,0.86667,-28.98338
11,1,bad,0.530017,67.03033,26.0,412.13396,538875.13722,-30.6332,0.94531,0.94531,11.03078,-6.90944
12,1,bad,0.561772,69.5308,28.0,64.41339,549100.36125,-40.49724,0.95234,0.95186,10.20743,-8.81373
13,1,good,0.940509,85.00923,65.0,-2159.63852,297109.87195,-54.66086,0.77852,0.75518,1.51084,-20.99366
14,1,good,0.810453,79.09562,21.0,597.97915,693983.42469,-10.31102,1.05073,1.04443,11.68958,-3.79665
15,1,good,0.851007,54.32516,16.0,234.50568,498452.01256,-16.2313,1.0096,1.0075,5.41406,-2.82917
16,1,good,0.988085,89.35439,44.0,-792.03663,352671.58402,-58.73369,0.94683,0.90772,6.21385,-11.36134
17,1,medium,0.806219,88.57295,18.0,886.59212,267244.33816,-34.95476,1.12852,1.11069,13.71801,-3.83781
18,1,good,0.968578,54.48078,24.0,465.12526,275245.61364,-4.0795,1.01431,1.00952,9.12584,-3.56356
19,1,good,0.973633,104.67086,57.0,-1361.01465,254752.28087,-45.04569,0.89248,0.83789,5.14677,-14.33187
20,1,good,0.821281,69.49601,9.0,1298.53718,281500.89796,0.0,1.07373,1.07061,14.64624,-1.04583
21,1,good,0.926022,81.84567,40.0,-1034.31449,320485.09753,-41.9755,0.90659,0.90254,1.65488,-11.56534
22,1,good,0.908518,84.35117,49.0,-1147.87354,302303.35294,-34.31671,0.89248,0.88496,2.0819,-12.66686
23,1,good,0.960183,75.92761,18.0,-524.00792,354420.08886,-15.8956,0.94866,0.94866,1.39866,-6.63874
24,1,good,0.816683,107.33865,28.0,-585.1026,308066.55433,-43.77848,0.9458,0.9375,5.10071,-10.07706
25,1,good,0.901197,103.75302,57.0,-1870.62626,281992.6046,-65.72621,0.81504,0.76514,2.82718,-18.13248
26,1,good,0.998074,77.16546,20.0,830.99318,431064.19504,-7.74116,1.06577,1.06191,12.61845,-2.40984
27,1,good,0.942922,77.89827,36.0,508.69479,288809.98727,-24.4254,0.96797,0.96655,13.02647,-6.18233
28,1,good,0.774253,100.93166,47.0,-1389.52757,518775.70148,-55.6537,0.80137,0.78516,4.85964,-17.25449
29,1,medium,0.891634,91.81389,28.0,635.52846,146871.39423,-19.14085,1.1207,1.09844,10.45877,-3.53356
30,1,good,0.813321,65.40211,52.0,-1444.27159,327391.34353,-62.69611,0.84981,0.83857,2.65148,-16.01859
31,1,good,0.993838,98.35201,48.0,-829.51878,163434.20759,-52.89607,0.9209,0.84326,10.56327,-13.97892
32,1,good,0.989226,79.16062,15.0,1045.5834,334740.50672,0.0,1.0207,1.02393,13.38635,-2.27883
33,1,good,0.997108,105.89321,46.0,-1226.58316,436035.96346,-48.73874,0.85859,0.85249,2.56049,-13.71655
34,1,good,0.918444,128.26192,47.0,-2181.6414,467869.35653,-82.951,0.70059,0.69956,1.20303,-22.89871
35,1,good,0.942766,89.36058,21.0,806.80509,465936.05901,-8.23995,1.03897,1.03389,15.2907,-5.0498
36,1,good,0.95494,62.5423,28.0,-219.32103,308350.53615,-16.4777,0.90596,0.90596,6.42035,-8.59515
37,1,good,0.977556,105.12004,42.0,-1052.90623,281846.28274,-46.03718,0.92891,0.89941,4.94593,-13.08747
38,1,good,0.95494,76.47947,30.0,-316.09085,307344.84885,-38.75605,0.91753,0.91606,5.52666,-8.56884
39,1,medium,0.962883,85.65336,20.0,284.27093,279596.00492,-21.06474,1.03501,1.03032,6.99204,-3.76872
40,1,good,0.968887,85.31314,25.0,41.14476,444150.3939,-42.38104,0.99063,0.98389,8.39829,-7.33264
41,1,good,0.851007,85.29278,24.0,402.55162,565779.58375,-30.64114,0.99922,0.98638,11.26111,-6.04981
42,1,good,0.951146,91.60477,39.0,-46.61699,567827.02868,-43.35857,0.91763,0.91631,9.98219,-9.08564
43,1,good,0.949039,74.78796,44.0,-922.44717,587415.34049,-39.80066,0.89717,0.88828,2.61304,-11.08648
44,1,good,0.974133,80.01342,17.0,-221.36662,519301.81951,-21.15339,0.97068,0.97068,1.8038,-4.01747
45,1,good,0.970785,99.72208,29.0,-799.85385,702555.90737,-49.86104,0.90732,0.90693,2.42155,-10.38323
46,1,good,0.774813,33.95227,20.0,-44.23547,611341.84376,-13.39307,0.98213,0.98213,3.42752,-3.86988
47,1,medium,0.790141,35.88217,6.0,114.33466,475441.23613,0.0,1.0062,1.0062,2.13465,-0.9913
48,1,medium,0.6001,67.24807,17.0,172.50946,551565.17212,-31.24012,0.99385,0.99297,7.39258,-5.3812
49,1,good,0.966117,98.07012,50.0,-1493.42565,515507.40209,-49.80987,0.8523,0.846,1.82669,-15.93174
50,1,good,0.865192,66.82493,37.0,-106.34136,474979.19831,-31.07155,0.96104,0.9544,6.73302,-6.893
51,1,bad,0.759005,29.98571,4.0,364.08616,599017.93313,0.0,1.02974,1.02971,4.13864,-0.49544
52,1,good,0.821281,96.22156,48.0,-1321.60896,587261.87858,-49.46478,0.81621,0.81294,5.23734,-18.10524
53,1,good,0.991431,53.07177,30.0,-250.15277,458094.0264,-15.66106,0.95039,0.94805,4.87194,-6.72178
54,1,good,0.972043,84.89285,35.0,-1209.37246,503614.7218,-77.14474,0.84751,0.84785,2.40696,-14.44581
55,1,good,0.894013,128.82734,50.0,-2413.91362,460415.12898,-79.92087,0.71231,0.69307,1.9785,-24.34215
56,1,good,0.897179,77.90746,23.0,741.14957,365018.29139,-19.43071,1.02983,1.02432,12.37283,-3.68193
57,1,good,0.943505,95.08517,43.0,-1110.13958,472133.76314,-67.91516,0.8522,0.84824,4.5867,-15.15636
58,1,good,0.970167,114.75876,26.0,-383.20475,330073.4043,-46.26003,0.93037,0.9146,5.87949,-8.47578
59,1,medium,0.785552,86.89746,41.0,-1270.84516,527043.77202,-58.56248,0.81724,0.8167,4.50155,-16.97611
60,1,good,0.712632,92.30904,29.0,-337.82613,428252.28702,-32.27168,0.91514,0.91143,7.34238,-9.87073
61,1,good,0.971156,111.16826,29.0,-619.40022,271989.22643,-34.57823,0.88223,0.8709,2.36155,-7.67813
62,1,good,0.763971,88.21451,47.0,-937.09634,453977.94964,-34.5335,0.88525,0.86831,4.24499,-11.59281
63,1,good,0.95178,66.65623,35.0,355.78316,398728.73511,-22.58476,1.05444,1.00664,12.95304,-4.73541
64,1,good,0.971156,82.54316,45.0,-830.88826,209849.7517,-35.95134,0.7919,0.78066,2.40823,-9.36135
65,1,good,0.977478,66.49745,14.0,2338.86752,416111.66576,-8.715,1.21865,1.19805,29.42444,-1.93906
66,1,good,0.969021,68.85231,30.0,-399.72046,512326.70677,-41.22685,0.93086,0.92568,4.32507,-7.6496
67,1,good,0.949729,105.86479,40.0,-1070.65703,432620.22565,-69.72001,0.87471,0.85781,4.46432,-13.608
